k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度
1379,9.54,503.3101936,118,0,13,134.7400817,36.40325079
1380,4.75,504.7563054,0,0,9,134.7578579,36.40325079
1381,3.95,565.6667084,0,0,12,134.7756341,36.40325079
1382,3.58,1026.845475,0,0,7,134.7934104,36.40325079
1383,7,504.7563054,0,0,4,134.8111866,36.40325079
1384,17.12,789.004853,20160,0,18,134.8289628,36.40325079
1385,24.49,913.3754846,706,0,23,134.846739,36.40325079
1386,26.09,823.8461352,0,2170000,50,134.8645153,36.40325079
1387,28.09,2786.935858,0,0,19,134.8822915,36.40325079
1388,173.18,3488.039331,0,5547500,127,134.9000677,36.40325079
1389,266.9,3488.039331,152.6666667,4018000,274,134.9178439,36.40325079
1390,829.64,3488.039331,5102.555556,5056901.408,257,134.9356202,36.40325079
1391,958.23,3685.34055,1607.508772,2988924.731,1251,134.9533964,36.40325079
1392,324.97,3866.60348,721.9821429,3321588.785,692,134.9711726,36.40325079
1393,34.06,3866.60348,0,0,16,134.9889488,36.40325079
1394,130.43,3197.600756,3143,0,157,135.0067251,36.40325079
1395,204.83,3166.380629,2450,6765833.333,80,135.0245013,36.40325079
1396,257.64,3102.801242,156.75,2200268.817,385,135.0422775,36.40325079
1397,47.69,2052.391376,0,0,46,135.0600537,36.40325079
1398,60.16,2327.597617,967,0,63,135.07783,36.40325079
1399,27.9,2295.465876,0,8300000,37,135.0956062,36.40325079
1400,122.53,2728.68277,0,0,36,135.1133824,36.40325079
1401,255.79,3316.485333,4199,3692600,296,135.1311586,36.40325079
1402,97.34,5132.028183,171.5,4106043.478,131,135.1489349,36.40325079
1403,99.13,4223.083024,0,0,58,135.1667111,36.40325079
1404,143.21,2550.195843,0,0,154,135.1844873,36.40325079
1405,80.43,2550.195843,1848,0,122,135.2022635,36.40325079
1406,20.4,2434.725891,0,0,4,135.2200397,36.40325079
1407,87.92,2088.316035,0,0,62,135.237816,36.40325079
1408,112.7,2088.316035,63.71428571,0,113,135.2555922,36.40325079
1409,177.21,2088.316035,122.7142857,2597500,98,135.2733684,36.40325079
1410,178.91,2088.316035,3210.4,2295602.41,297,135.2911446,36.40325079
1411,6.99,1352.958549,87,0,33,135.3089209,36.40325079
1412,197.04,1352.958549,0,0,15,135.3266971,36.40325079
1413,145.91,1352.958549,0,5166000,295,135.3444733,36.40325079
1414,27.52,1352.958549,0,0,50,135.3622495,36.40325079
1415,22.85,1352.958549,0,0,22,135.3800258,36.40325079
1416,32.45,1159.260693,0,0,31,135.397802,36.40325079
1417,9.78,1152.804098,1883,0,21,135.4155782,36.40325079
1418,4.78,1152.804098,0,0,2,135.4333544,36.40325079
1419,9.22,1101.670824,0,0,8,135.4511307,36.40325079
1420,41.67,948.271002,0,0,17,135.4689069,36.40325079
1421,106.74,948.271002,115.5,2493629.032,117,135.4866831,36.40325079
1422,142.75,2022.875603,491,0,89,135.5044593,36.40325079
1423,213.35,2354.738789,4347.166667,2048090.452,128,135.5222356,36.40325079
1424,294.47,2354.738789,249,2785872.093,331,135.5400118,36.40325079
1425,114.05,2354.738789,307.5,2891489.362,169,135.557788,36.40325079
1426,30.33,2354.738789,140,1840081.301,47,135.5755642,36.40325079
1427,3.52,265.2633162,0,0,4,135.5933404,36.40325079
1428,4.54,265.2633162,0,0,6,135.6111167,36.40325079
1429,19.9,265.2633162,0,0,19,135.6288929,36.40325079
1430,0,265.2633162,0,0,1,135.6466691,36.40325079
1431,0,0,0,0,0,135.6644453,36.40325079
1432,0,0,0,0,0,135.6822216,36.40325079
1433,0,0,0,0,0,135.6999978,36.40325079
1434,18.54,457.5913206,0,0,3,134.5800957,36.41837227
1435,45.63,457.5913206,10272.33333,4640000,52,134.5978719,36.41837227
1436,9.34,457.5913206,347,0,14,134.6156481,36.41837227
1437,52.67,457.5913206,0,0,12,134.6334244,36.41837227
1438,97.53,457.5913206,0,0,145,134.6512006,36.41837227
1439,3.33,457.5913206,0,0,9,134.6689768,36.41837227
1440,1.25,457.5913206,0,0,7,134.686753,36.41837227
1441,4.5,481.173813,0,0,6,134.7045293,36.41837227
1442,3.68,495.3233084,0,0,10,134.7223055,36.41837227
1443,11.94,504.7563054,0,0,13,134.7400817,36.41837227
1444,16.32,504.7563054,0,0,26,134.7578579,36.41837227
1445,6.3,504.7563054,0,0,16,134.7756341,36.41837227
1446,5.7,504.7563054,0,0,5,134.7934104,36.41837227
1447,27.12,504.7563054,0,0,32,134.8111866,36.41837227
1448,63.69,676.5739061,0,0,13,134.8289628,36.41837227
1449,142.36,823.8461352,66,0,168,134.846739,36.41837227
1450,40.37,823.8461352,9857,9770476.19,105,134.8645153,36.41837227
1451,22.52,1996.091141,0,0,25,134.8822915,36.41837227
1452,50.45,2266.950783,279,0,48,134.9000677,36.41837227
1453,59.1,3266.023231,44.5,6291666.667,60,134.9178439,36.41837227
1454,73.86,3406.684425,5998,3758571.429,65,134.9356202,36.41837227
1455,105.37,3589.74558,0,0,72,134.9533964,36.41837227
1456,108.65,3866.60348,9567.5,3326775.956,160,134.9711726,36.41837227
1457,50.89,2153.600469,0,2061111.111,60,134.9889488,36.41837227
1458,58.23,3126.90033,0,0,73,135.0067251,36.41837227
1459,435.12,3166.380629,0,0,47,135.0245013,36.41837227
1460,440.11,3166.380629,185.3913043,2079866.221,781,135.0422775,36.41837227
1461,126.45,3166.380629,9797.8,3241565.495,109,135.0600537,36.41837227
1462,140.23,3166.380629,0,3365135.135,163,135.07783,36.41837227
1463,107.39,3038.089877,0,0,116,135.0956062,36.41837227
1464,395.58,4215.773015,43,3090425.532,117,135.1133824,36.41837227
1465,678.11,5429.231124,2986.24,2566682.135,677,135.1311586,36.41837227
1466,252.61,5490.421797,2152.125,5375389.61,470,135.1489349,36.41837227
1467,115.79,5068.176506,114742.5,0,121,135.1667111,36.41837227
1468,67.55,4433.64674,0,0,60,135.1844873,36.41837227
1469,55.68,3240.104597,0,0,91,135.2022635,36.41837227
1470,39.09,2473.215875,0,0,6,135.2200397,36.41837227
1471,119.34,2088.316035,0,2932000,125,135.237816,36.41837227
1472,328.01,2088.316035,361.6,3329354.839,148,135.2555922,36.41837227
1473,540.69,2088.316035,112.75,2224166.667,541,135.2733684,36.41837227
1474,204.19,2088.316035,878,2506651.163,364,135.2911446,36.41837227
1475,67.18,1949.569339,19,0,106,135.3089209,36.41837227
1476,83.06,1352.958549,0,0,18,135.3266971,36.41837227
1477,164.19,1352.958549,407.3333333,0,203,135.3444733,36.41837227
1478,40.28,1352.958549,1623,2286857.143,74,135.3622495,36.41837227
1479,8.95,1352.958549,0,0,22,135.3800258,36.41837227
1480,82.11,1152.804098,0,0,24,135.397802,36.41837227
1481,77.59,1152.804098,0,0,130,135.4155782,36.41837227
1482,14.27,1152.804098,0,0,13,135.4333544,36.41837227
1483,20.87,1090.554895,0,0,23,135.4511307,36.41837227
1484,232.2,948.271002,0,0,23,135.4689069,36.41837227
1485,109.91,948.271002,209,5757027.027,303,135.4866831,36.41837227
1486,72.2,1597.409981,0,1933218.391,39,135.5044593,36.41837227
1487,50.21,2354.738789,0,1864914.089,78,135.5222356,36.41837227
1488,30.16,2354.738789,0,1695454.545,33,135.5400118,36.41837227
1489,15.11,2354.738789,0,2761627.907,28,135.557788,36.41837227
1490,0,817.0892046,0,0,4,135.5755642,36.41837227
1491,6,294.7203364,0,0,4,135.5933404,36.41837227
1492,2.35,293.3176212,0,0,7,135.6111167,36.41837227
1493,3.45,265.2633162,0,0,4,135.6288929,36.41837227
1494,6.07,304.5393432,0,0,4,135.6466691,36.41837227
1495,3.45,294.7203364,0,0,4,135.6644453,36.41837227
1496,1.15,304.5393432,0,0,1,135.6822216,36.41837227
1497,1.34,0,0,0,0,135.6999978,36.41837227
1498,35.84,457.5913206,0,0,30,134.5800957,36.43349376
1499,20.55,457.5913206,30,0,25,134.5978719,36.43349376
1500,2.39,0,0,0,0,134.6156481,36.43349376
1501,11.4,457.5913206,0,0,8,134.6334244,36.43349376
1502,10.29,457.5913206,0,0,26,134.6512006,36.43349376
1503,2,457.5913206,0,0,7,134.6689768,36.43349376
1504,3.71,457.5913206,0,0,9,134.686753,36.43349376
1505,3.6,492.9650592,0,0,8,134.7045293,36.43349376
1506,21.92,504.7563054,0,0,12,134.7223055,36.43349376
1507,169.31,504.7563054,71587,0,40,134.7400817,36.43349376
1508,207.73,504.7563054,212,0,336,134.7578579,36.43349376
1509,4.55,504.7563054,0,0,22,134.7756341,36.43349376
1510,8.73,504.7563054,0,0,9,134.7934104,36.43349376
1511,10.39,564.5856485,0,0,16,134.8111866,36.43349376
1512,25.49,823.8461352,478,0,41,134.8289628,36.43349376
1513,35.66,823.8461352,276,0,50,134.846739,36.43349376
1514,26.93,823.8461352,25,0,44,134.8645153,36.43349376
1515,22.93,823.8461352,0,0,28,134.8822915,36.43349376
1516,48.27,823.8461352,37,0,61,134.9000677,36.43349376
1517,9.2,823.8461352,0,0,14,134.9178439,36.43349376
1518,27.28,1274.597926,0,0,2,134.9356202,36.43349376
1519,83.19,1725.349716,0,912812.5,88,134.9533964,36.43349376
1520,248.44,1740.754419,0,0,139,134.9711726,36.43349376
1521,280.76,1725.349716,7916.8,3610000,376,134.9889488,36.43349376
1522,72.09,1845.435625,41798,5114166.667,132,135.0067251,36.43349376
1523,11.5,2790.459521,0,0,23,135.0245013,36.43349376
1524,22.28,3166.380629,0,0,26,135.0422775,36.43349376
1525,123.15,3166.380629,9731.222222,4705054.545,141,135.0600537,36.43349376
1526,212.09,3166.380629,13400.28571,5478456.376,208,135.07783,36.43349376
1527,180.07,3123.110118,0,0,263,135.0956062,36.43349376
1528,215.41,2747.576203,0,0,139,135.1133824,36.43349376
1529,305.08,4739.747766,202.1666667,2990909.091,298,135.1311586,36.43349376
1530,282.88,5490.421797,42263.375,4472973.761,328,135.1489349,36.43349376
1531,424.81,7600.117816,59625.33333,3178006.873,231,135.1667111,36.43349376
1532,225.47,8828.365499,439.75,0,447,135.1844873,36.43349376
1533,58.26,5689.280671,0,0,78,135.2022635,36.43349376
1534,95.95,2273.067958,0,0,15,135.2200397,36.43349376
1535,637.44,2088.316035,839,3004960,237,135.237816,36.43349376
1536,531.71,2088.316035,3654.285714,3163529.412,838,135.2555922,36.43349376
1537,310.71,2088.316035,9153.823529,3884313.725,405,135.2733684,36.43349376
1538,92.02,2088.316035,0,0,53,135.2911446,36.43349376
1539,62.83,2091.910098,51.5,0,120,135.3089209,36.43349376
1540,74.3,1780.658825,146,0,45,135.3266971,36.43349376
1541,91.86,1352.958549,17387,2340689.655,109,135.3444733,36.43349376
1542,43.62,1352.958549,0,2327419.355,84,135.3622495,36.43349376
1543,23.23,1352.958549,0,2407203.39,20,135.3800258,36.43349376
1544,34.95,1196.894407,0,0,31,135.397802,36.43349376
1545,32.75,1152.804098,0,0,46,135.4155782,36.43349376
1546,5.2,1152.804098,0,0,3,135.4333544,36.43349376
1547,5.74,1475.907006,0,0,8,135.4511307,36.43349376
1548,64.11,1492.84555,26,0,14,135.4689069,36.43349376
1549,32.4,948.271002,272,0,75,135.4866831,36.43349376
1550,15.25,755.1515044,0,0,20,135.5044593,36.43349376
1551,54.87,1329.639066,0,0,10,135.5222356,36.43349376
1552,33.22,1151.955114,204,0,75,135.5400118,36.43349376
1553,6.08,646.2392508,0,0,6,135.557788,36.43349376
1554,4.76,304.5393432,0,0,7,135.5755642,36.43349376
1555,6.88,304.5393432,0,0,7,135.5933404,36.43349376
1556,1.18,304.5393432,0,0,5,135.6111167,36.43349376
1557,4.78,304.5393432,0,0,4,135.6288929,36.43349376
1558,0,0,0,0,0,135.6466691,36.43349376
1559,0,0,0,0,0,135.6644453,36.43349376
1560,0,0,0,0,0,135.6822216,36.43349376
1561,0,0,0,0,0,134.5445432,36.44861524
1562,2.34,0,0,0,0,134.5623195,36.44861524
1563,10.45,457.5913206,0,0,10,134.5800957,36.44861524
1564,1.35,457.5913206,0,0,9,134.5978719,36.44861524
1565,0,0,0,0,0,134.6156481,36.44861524
1566,1,0,0,0,0,134.6334244,36.44861524
1567,2.2,457.5913206,0,0,2,134.6512006,36.44861524
1568,31.66,498.0184504,152,860000,35,134.6689768,36.44861524
1569,16.98,502.9422675,0,0,26,134.686753,36.44861524
1570,8.48,504.7563054,0,0,9,134.7045293,36.44861524
1571,10.58,504.7563054,0,0,27,134.7223055,36.44861524
1572,28.28,504.7563054,0,0,15,134.7400817,36.44861524
1573,58.48,504.7563054,10047,1150000,86,134.7578579,36.44861524
1574,39.18,504.7563054,5872.333333,2200000,54,134.7756341,36.44861524
1575,6.23,504.7563054,0,0,14,134.7934104,36.44861524
1576,5.81,823.8461352,0,0,15,134.8111866,36.44861524
1577,3.88,823.8461352,0,0,6,134.8289628,36.44861524
1578,4.66,823.8461352,147,0,14,134.846739,36.44861524
1579,12.69,1287.643684,0,0,20,134.8645153,36.44861524
1580,56.43,823.8461352,204,2108947.368,56,134.8822915,36.44861524
1581,86.23,823.8461352,132.75,9550000,72,134.9000677,36.44861524
1582,145.14,823.8461352,106.1111111,25700000,128,134.9178439,36.44861524
1583,64.44,848.2110969,10508.125,16425000,148,134.9356202,36.44861524
1584,97.53,1725.349716,9525,3762272.727,42,134.9533964,36.44861524
1585,310.63,1725.349716,14818,1608759.69,253,134.9711726,36.44861524
1586,208.89,1725.349716,127.3,0,319,134.9889488,36.44861524
1587,83.26,1725.349716,19788,6696750,99,135.0067251,36.44861524
1588,102.54,2243.067673,0,4908666.667,83,135.0245013,36.44861524
1589,295.15,3688.603618,11814.5,5316714.286,322,135.0422775,36.44861524
1590,315.17,3427.292589,314.5,3488734.568,283,135.0600537,36.44861524
1591,181.45,3175.81078,4459.25,4832177.419,290,135.07783,36.44861524
1592,240.8,5050.66928,6502.833333,6057230.769,117,135.0956062,36.44861524
1593,508.06,5700.722815,1063,3906319.29,499,135.1133824,36.44861524
1594,406.86,5100.871239,3163,3429805.097,475,135.1311586,36.44861524
1595,269.5,7105.167126,5908.642857,4486996.997,277,135.1489349,36.44861524
1596,315.79,8828.365499,192.5,4515754.19,312,135.1667111,36.44861524
1597,339.4,8808.371328,4792,2830000,314,135.1844873,36.44861524
1598,103.32,6499.842481,288.5,0,213,135.2022635,36.44861524
1599,124.16,2105.111664,0,0,55,135.2200397,36.44861524
1600,275.56,2088.316035,11681.88889,5812362.205,201,135.237816,36.44861524
1601,241.57,2088.316035,977.5,6340526.316,360,135.2555922,36.44861524
1602,122.64,2088.316035,0,0,147,135.2733684,36.44861524
1603,33.26,2088.316035,0,0,41,135.2911446,36.44861524
1604,38.72,2223.863582,0,0,35,135.3089209,36.44861524
1605,172.12,2488.649173,2536,0,127,135.3266971,36.44861524
1606,122.28,2387.173697,3197.846154,2378172.716,185,135.3444733,36.44861524
1607,13.38,2469.959211,0,2530000,47,135.3622495,36.44861524
1608,29.04,2519.603685,0,0,29,135.3800258,36.44861524
1609,9.04,2519.603685,0,0,8,135.397802,36.44861524
1610,9.45,1921.628866,0,0,16,135.4155782,36.44861524
1611,3.15,2519.603685,0,0,6,135.4333544,36.44861524
1612,9.39,2854.281921,0,0,6,135.4511307,36.44861524
1613,28.37,2616.030556,0,0,24,135.4689069,36.44861524
1614,41.57,2032.081133,0,0,51,135.4866831,36.44861524
1615,14.86,1714.767532,0,0,29,135.5044593,36.44861524
1616,76.25,304.5393432,0,0,7,135.5222356,36.44861524
1617,102.59,304.5393432,225,0,156,135.5400118,36.44861524
1618,20.63,304.5393432,42,0,19,135.557788,36.44861524
1619,50.8,304.5393432,0,0,7,135.5755642,36.44861524
1620,63.64,304.5393432,937,0,102,135.5933404,36.44861524
1621,8.12,304.5393432,0,0,8,135.6111167,36.44861524
1622,12.76,304.5393432,0,0,14,135.6288929,36.44861524
1623,1.15,304.5393432,23854,0,1,135.6466691,36.44861524
1624,0,0,0,0,0,135.6644453,36.44861524
1625,0,0,0,0,0,135.6822216,36.44861524
1626,7.59,457.5913206,0,0,10,134.5445432,36.46373672
1627,5.9,457.5913206,0,0,5,134.5623195,36.46373672
1628,12.05,457.5913206,0,0,13,134.5800957,36.46373672
1629,5.3,457.5913206,1404,0,10,134.5978719,36.46373672
1630,0,0,0,0,0,134.6156481,36.46373672
1631,0,504.7563054,0,0,1,134.6334244,36.46373672
1632,0,0,0,0,0,134.6512006,36.46373672
1633,1,0,0,0,0,134.6689768,36.46373672
1634,43.02,504.7563054,0,0,14,134.686753,36.46373672
1635,268.16,504.7563054,72,0,258,134.7045293,36.46373672
1636,82.08,504.7563054,0,7120000,32,134.7223055,36.46373672
1637,453.83,504.7563054,0,4903529.412,173,134.7400817,36.46373672
1638,333.03,504.7563054,74.55555556,1660000,639,134.7578579,36.46373672
1639,13.31,504.7563054,0,0,22,134.7756341,36.46373672
1640,5.03,987.9296442,0,0,9,134.7934104,36.46373672
1641,1,1353.900477,0,0,7,134.8111866,36.46373672
1642,4.59,1519.542458,0,0,16,134.8289628,36.46373672
1643,18.23,2594.709503,0,0,22,134.846739,36.46373672
1644,57.27,2563.086943,100,0,16,134.8645153,36.46373672
1645,281.75,847.181861,7313,1929529.412,159,134.8822915,36.46373672
1646,232.58,823.8461352,536.35,8288125,400,134.9000677,36.46373672
1647,94.18,823.8461352,5361.208333,0,90,134.9178439,36.46373672
1648,173.24,823.8461352,983.25,13450000,64,134.9356202,36.46373672
1649,335.15,2493.038943,1955.26087,2643496.241,338,134.9533964,36.46373672
1650,355.93,2809.033593,15601.625,2218072.626,299,134.9711726,36.46373672
1651,272.42,2311.707804,784.5,3597738.095,307,134.9889488,36.46373672
1652,159.79,2501.221154,204,688333.3333,238,135.0067251,36.46373672
1653,199.03,3549.886671,0,0,100,135.0245013,36.46373672
1654,138.69,5890.272346,7289.5,0,252,135.0422775,36.46373672
1655,215.32,5901.124505,28,0,94,135.0600537,36.46373672
1656,495.87,5690.118065,1998.857143,3798939.394,370,135.07783,36.46373672
1657,859.47,9336.037053,3420.745763,3337421.384,599,135.0956062,36.46373672
1658,1255.7,10617.23587,2736.064935,3896626.506,1273,135.1133824,36.46373672
1659,930.72,10560.83527,6015.514286,5498264.224,909,135.1311586,36.46373672
1660,404.7,8144.796822,2944.692308,5992301.711,765,135.1489349,36.46373672
1661,143.91,8828.365499,1865,5252711.864,132,135.1667111,36.46373672
1662,146.16,8720.846133,6856,9538000,191,135.1844873,36.46373672
1663,71.43,7225.095199,19276.5,4357450.98,77,135.2022635,36.46373672
1664,108.29,2088.316035,17146.61538,0,61,135.2200397,36.46373672
1665,122.8,2088.316035,3321.5,5795600,173,135.237816,36.46373672
1666,119.88,2088.316035,277.75,7249444.444,169,135.2555922,36.46373672
1667,90.44,2088.316035,0,0,37,135.2733684,36.46373672
1668,89.09,2088.316035,0,0,137,135.2911446,36.46373672
1669,127.11,2112.961043,0,0,70,135.3089209,36.46373672
1670,179.69,2519.603685,8178.25,6612105.263,204,135.3266971,36.46373672
1671,149.49,2519.603685,338.4,3855325.67,166,135.3444733,36.46373672
1672,96.85,2519.603685,213.2857143,1634615.385,135,135.3622495,36.46373672
1673,93.57,2519.603685,1513.333333,0,114,135.3800258,36.46373672
1674,88.31,2519.603685,204,4203333.333,33,135.397802,36.46373672
1675,63.12,2519.603685,0,0,113,135.4155782,36.46373672
1676,21.37,2519.603685,0,0,22,135.4333544,36.46373672
1677,38.79,2818.423539,0,0,28,135.4511307,36.46373672
1678,39.29,2854.281921,1095,0,62,135.4689069,36.46373672
1679,4.05,2854.281921,0,0,7,135.4866831,36.46373672
1680,6.94,941.9749877,0,0,8,135.5044593,36.46373672
1681,61.03,304.5393432,0,0,15,135.5222356,36.46373672
1682,78.35,304.5393432,1236.5,2555434.783,116,135.5400118,36.46373672
1683,12.75,304.5393432,0,0,21,135.557788,36.46373672
1684,2.7,304.5393432,0,0,4,135.5755642,36.46373672
1685,4.45,304.5393432,0,0,5,135.5933404,36.46373672
1686,11.45,304.5393432,0,0,14,135.6111167,36.46373672
1687,4.64,304.5393432,0,807058.8235,4,135.6288929,36.46373672
1688,1.35,304.5393432,0,0,3,135.6466691,36.46373672
1689,0,0,0,0,0,135.6644453,36.46373672
1690,1.2,0,0,0,0,135.6822216,36.46373672
1691,3.6,457.5913206,0,0,3,134.5445432,36.47885821
1692,16.66,457.5913206,0,0,22,134.5623195,36.47885821
1693,60.81,457.5913206,0,0,12,134.5800957,36.47885821
1694,88.13,457.5913206,0,0,99,134.5978719,36.47885821
1695,55.76,457.5913206,0,1160000,96,134.6156481,36.47885821
1696,5.13,457.5913206,0,0,19,134.6334244,36.47885821
1697,0,0,0,0,0,134.6512006,36.47885821
1698,0,504.7563054,0,0,1,134.6689768,36.47885821
1699,12.04,0,0,0,0,134.686753,36.47885821
1700,22.01,504.7563054,197.2,0,43,134.7045293,36.47885821
1701,69.31,504.7563054,28114,5349729.73,27,134.7223055,36.47885821
1702,446.27,504.7563054,4649.333333,3286800,206,134.7400817,36.47885821
1703,384.67,504.7563054,65.15,8794285.714,669,134.7578579,36.47885821
1704,28.25,504.7563054,0,0,42,134.7756341,36.47885821
1705,5.93,815.3677374,0,0,14,134.7934104,36.47885821
1706,25.35,2679.03633,0,0,30,134.8111866,36.47885821
1707,18.88,2679.03633,157519,0,14,134.8289628,36.47885821
1708,30.94,2679.03633,115,0,35,134.846739,36.47885821
1709,43.81,2679.03633,0,0,39,134.8645153,36.47885821
1710,25.65,1575.143622,9953,0,29,134.8822915,36.47885821
1711,39.42,834.6318858,0,0,60,134.9000677,36.47885821
1712,62.21,823.8461352,1692,10064516.13,52,134.9178439,36.47885821
1713,71.86,1105.737927,203.5,0,65,134.9356202,36.47885821
1714,203.15,2791.693598,36587,2514534.161,126,134.9533964,36.47885821
1715,541.6,2886.717025,5494.571429,3442091.837,289,134.9711726,36.47885821
1716,1141.95,2882.646813,2454.12766,3091176.471,856,134.9889488,36.47885821
1717,349.09,2886.717025,1740.076923,2183406.593,983,135.0067251,36.47885821
1718,152.22,4956.31022,216.5,0,67,135.0245013,36.47885821
1719,231.26,5901.124505,2367.5,0,255,135.0422775,36.47885821
1720,166.46,5901.124505,121,0,198,135.0600537,36.47885821
1721,253.76,7496.801281,20862,3403814.433,133,135.07783,36.47885821
1722,643.27,10595.99212,476.5714286,2859169.611,444,135.0956062,36.47885821
1723,1031.06,10617.23587,2278.595376,4175451.895,1236,135.1133824,36.47885821
1724,325.78,10265.94712,3903,4287582.09,331,135.1311586,36.47885821
1725,296.54,8839.795981,21158.5,3333455.02,313,135.1489349,36.47885821
1726,243.67,8828.365499,92.66666667,2772329.06,324,135.1667111,36.47885821
1727,272.45,7588.680325,3506.5,2693370.787,164,135.1844873,36.47885821
1728,260.43,6779.670363,6672.631579,3114297.521,417,135.2022635,36.47885821
1729,73.71,5192.706816,0,0,29,135.2200397,36.47885821
1730,182.26,2088.316035,5013.333333,6554135.338,208,135.237816,36.47885821
1731,65.91,2662.469942,131,2520000,98,135.2555922,36.47885821
1732,38.15,3963.885465,293,0,48,135.2733684,36.47885821
1733,68.88,2457.815169,0,6593333.333,40,135.2911446,36.47885821
1734,676.84,2999.871212,1193.272727,2320655.738,101,135.3089209,36.47885821
1735,879.53,2593.476135,570.8125,3288532.11,1140,135.3266971,36.47885821
1736,415.94,2519.603685,908.6428571,3124569.288,674,135.3444733,36.47885821
1737,75.24,2538.491527,2317.875,2612478.632,88,135.3622495,36.47885821
1738,34.56,2960.320005,255883,0,44,135.3800258,36.47885821
1739,63.51,2685.816697,0,0,20,135.397802,36.47885821
1740,71.36,2524.463715,0,2325000,114,135.4155782,36.47885821
1741,45.75,2519.603685,0,0,43,135.4333544,36.47885821
1742,135.74,2838.715492,0,0,43,135.4511307,36.47885821
1743,117.15,2854.281921,201609,2270000,210,135.4689069,36.47885821
1744,37.29,2854.281921,173,2563333.333,59,135.4866831,36.47885821
1745,11.57,2854.281921,0,0,4,135.5044593,36.47885821
1746,267.5,304.5393432,210,0,26,135.5222356,36.47885821
1747,249.25,304.5393432,281.3333333,1892363.636,461,135.5400118,36.47885821
1748,30.66,304.5393432,0,0,38,135.557788,36.47885821
1749,1.35,304.5393432,0,0,3,135.5755642,36.47885821
1750,1.18,304.5393432,0,0,3,135.5933404,36.47885821
1751,4.8,304.5393432,0,0,7,135.6111167,36.47885821
1752,1,304.5393432,0,0,1,135.6288929,36.47885821
1753,0,0,0,0,0,135.6466691,36.47885821
1754,0,0,0,0,0,135.6644453,36.47885821
1755,8.77,457.5913206,0,0,14,134.5623195,36.49397969
1756,7.1,457.5913206,0,0,7,134.5800957,36.49397969
1757,18.95,457.5913206,0,0,17,134.5978719,36.49397969
1758,16.25,457.5913206,0,0,25,134.6156481,36.49397969
1759,0,0,0,0,0,134.6334244,36.49397969
1760,0,0,0,0,0,134.6512006,36.49397969
1761,0,0,0,0,0,134.6689768,36.49397969
1762,0,0,0,0,0,134.686753,36.49397969
1763,13.89,504.7563054,0,0,1,134.7045293,36.49397969
1764,72.95,504.7563054,0,2421666.667,50,134.7223055,36.49397969
1765,73.03,504.7563054,257,2673333.333,120,134.7400817,36.49397969
1766,7.71,504.7563054,60,0,30,134.7578579,36.49397969
1767,14.65,2222.433175,1033,3680416.667,25,134.7756341,36.49397969
1768,17.03,2620.353624,0,0,22,134.7934104,36.49397969
1769,64.44,2679.03633,0,0,67,134.8111866,36.49397969
1770,31.67,2679.03633,130.3333333,0,54,134.8289628,36.49397969
1771,3.5,2679.03633,0,0,10,134.846739,36.49397969
1772,14.68,2569.214043,0,0,11,134.8645153,36.49397969
1773,18.84,1470.991169,0,0,25,134.8822915,36.49397969
1774,79.38,823.8461352,0,0,67,134.9000677,36.49397969
1775,113.61,823.8461352,33,0,85,134.9178439,36.49397969
1776,108.99,970.7440878,172,6835500,163,134.9356202,36.49397969
1777,74.2,1495.400236,18743,6876470.588,58,134.9533964,36.49397969
1778,78.45,2886.717025,0,3677784.431,95,134.9711726,36.49397969
1779,146.89,2824.074288,0,7428139.535,113,134.9889488,36.49397969
1780,136.28,2886.717025,0,8961666.667,149,135.0067251,36.49397969
1781,297.07,3585.420746,239,6085714.286,151,135.0245013,36.49397969
1782,718.87,5901.124505,6366,3641773.05,569,135.0422775,36.49397969
1783,468.21,5901.124505,3095.588235,3134173.669,680,135.0600537,36.49397969
1784,408.56,9320.13829,17197.76471,3109776.119,305,135.07783,36.49397969
1785,602.04,10616.89232,2339.32,3228725.49,640,135.0956062,36.49397969
1786,819,11590.64484,240.2,3461928.839,543,135.1133824,36.49397969
1787,772.2,9967.736213,4208.350877,3957417.894,947,135.1311586,36.49397969
1788,752.72,8847.524224,941.0740741,3620277.544,695,135.1489349,36.49397969
1789,562.07,13806.37817,492.5333333,3047250,765,135.1667111,36.49397969
1790,312.58,8603.302764,6177.833333,3603735.632,365,135.1844873,36.49397969
1791,141.5,7543.684259,1479.4,2418125,229,135.2022635,36.49397969
1792,48.82,7664.19845,1077,0,37,135.2200397,36.49397969
1793,132.34,7339.91044,6108,3501538.462,60,135.237816,36.49397969
1794,239.67,7688.85359,67,3156329.114,215,135.2555922,36.49397969
1795,64.48,7688.195556,117,4419344.262,173,135.2733684,36.49397969
1796,155.57,3460.428498,6540,5272010.582,60,135.2911446,36.49397969
1797,221.48,3073.647059,341,2928906.25,203,135.3089209,36.49397969
1798,254.42,3026.797803,958.1875,4523087.935,272,135.3266971,36.49397969
1799,228.74,2618.240195,269.6571429,3081386.861,264,135.3444733,36.49397969
1800,141.57,3064.85272,457,2481685.535,189,135.3622495,36.49397969
1801,58.74,3073.647059,0,0,73,135.3800258,36.49397969
1802,30.04,3073.647059,366,0,41,135.397802,36.49397969
1803,17.21,2630.862802,0,0,25,135.4155782,36.49397969
1804,13.93,2717.368097,0,0,22,135.4333544,36.49397969
