省份,城市,地区,分类,店名,店铺id,人均,地址,网址
上海市,上海市,静安寺,美食,静安寺素月饼,k70AAIi9Qocd4cHg,90,静安寺,http://www.dianping.com/shop/k70AAIi9Qocd4cHg
上海市,上海市,静安寺,美食,U77西餐厅·酒吧(静安店),k6xJ0Bjrj1ozNFTc,126,静安寺,http://www.dianping.com/shop/k6xJ0Bjrj1ozNFTc
上海市,上海市,静安寺,美食,宏安瑞士大酒店馥澜吧,k8xSKJdzx2xTA00E,98,静安寺,http://www.dianping.com/shop/k8xSKJdzx2xTA00E
上海市,上海市,静安寺,美食,全家便利店(长乐路二店),H5DMq98EkpkOMjOJ,16,静安寺,http://www.dianping.com/shop/H5DMq98EkpkOMjOJ
上海市,上海市,静安寺,美食,奇华饼家(芮欧百货店),FYFrTxtNudjNeRos,95,静安寺,http://www.dianping.com/shop/FYFrTxtNudjNeRos
上海市,上海市,静安寺,美食,东北虎烤品,jfAfUE0O8b05utwN,94,静安寺,http://www.dianping.com/shop/jfAfUE0O8b05utwN
上海市,上海市,静安寺,美食,Woomy丸米寿司(芮欧百货店),H8jPzUR2TZbc0r4o,74,静安寺,http://www.dianping.com/shop/H8jPzUR2TZbc0r4o
上海市,上海市,静安寺,美食,芳邻食堂(静安店),k7JNAdQoaVMTlift,35,静安寺,http://www.dianping.com/shop/k7JNAdQoaVMTlift
上海市,上海市,静安寺,美食,UpCafe(常熟路店),H7SWlBRlMgmurbV3,26,静安寺,http://www.dianping.com/shop/H7SWlBRlMgmurbV3
上海市,上海市,静安寺,美食,awfullychocolate(久光百货店),H8tgu9X8SUIZJLtS,84,静安寺,http://www.dianping.com/shop/H8tgu9X8SUIZJLtS
上海市,上海市,静安寺,美食,唐饼家(久光店),G7IXftilbBHpNo5Z,61,静安寺,http://www.dianping.com/shop/G7IXftilbBHpNo5Z
上海市,上海市,静安寺,美食,德克士(1788店),k6HtJ2ezGxD1lJtf,26,静安寺,http://www.dianping.com/shop/k6HtJ2ezGxD1lJtf
上海市,上海市,静安寺,美食,巴黎贝甜(华山路店),j43KxrXbLL161Qmd,39,静安寺,http://www.dianping.com/shop/j43KxrXbLL161Qmd
上海市,上海市,静安寺,美食,西区老大房(南京西路店),k9PbSB2UfT8DGNdP,45,静安寺,http://www.dianping.com/shop/k9PbSB2UfT8DGNdP
上海市,上海市,静安寺,美食,咏心·上海点心(久光百货店),H3i9M8NBB4Jj5P9h,72,静安寺,http://www.dianping.com/shop/H3i9M8NBB4Jj5P9h
上海市,上海市,静安寺,美食,鲁肉范(静安店),H2mWfHIE6AxDJUJH,40,静安寺,http://www.dianping.com/shop/H2mWfHIE6AxDJUJH
上海市,上海市,静安寺,美食,TimeFromCoffee(愚园路店),k7fhIDoYUpIjLO8b,23,静安寺,http://www.dianping.com/shop/k7fhIDoYUpIjLO8b
上海市,上海市,静安寺,美食,苏州人家阳澄湖大闸蟹(静安寺店),l8aWqNcDQ1kL8WM8,324,静安寺,http://www.dianping.com/shop/l8aWqNcDQ1kL8WM8
上海市,上海市,静安寺,美食,COSTACOFFEE(华山医院店),k5REy4mwC7GOoxEL,40,静安寺,http://www.dianping.com/shop/k5REy4mwC7GOoxEL
上海市,上海市,静安寺,美食,老盛兴汤包馆(乌鲁木齐店),H2ft7Sq78NFD4GJC,28,静安寺,http://www.dianping.com/shop/H2ft7Sq78NFD4GJC
上海市,上海市,静安寺,美食,COSTACOFFEE(上海常熟路),H2E6gIJDgZIEw7Z7,50,静安寺,http://www.dianping.com/shop/H2E6gIJDgZIEw7Z7
上海市,上海市,静安寺,美食,Thelobbylounge(国际贵都店),k5PuFMrLkCFemS2z,164,静安寺,http://www.dianping.com/shop/k5PuFMrLkCFemS2z
上海市,上海市,静安寺,美食,宜家轻食集,l3FLlcA1Hg3Nkajc,36,静安寺,http://www.dianping.com/shop/l3FLlcA1Hg3Nkajc
上海市,上海市,静安寺,美食,星巴克(1788广场店),l87u9dtoLfPc84UJ,40,静安寺,http://www.dianping.com/shop/l87u9dtoLfPc84UJ
上海市,上海市,静安寺,美食,霸王面·食府,FxLFjY4aVHN86qWg,37,静安寺,http://www.dianping.com/shop/FxLFjY4aVHN86qWg
上海市,上海市,静安寺,美食,上林铁板烧(延安西路店),l3Qfvl7ViNqnbzwj,162,静安寺,http://www.dianping.com/shop/l3Qfvl7ViNqnbzwj
上海市,上海市,静安寺,美食,鲜丰水果(宣化路店),H5pkPIuSAhIiuqZv,43,静安寺,http://www.dianping.com/shop/H5pkPIuSAhIiuqZv
上海市,上海市,静安寺,美食,川市集小香锅(晶品店),l66TeF29hpHC71cL,62,静安寺,http://www.dianping.com/shop/l66TeF29hpHC71cL
上海市,上海市,静安寺,美食,SHIKAKU·四方,l38hvXM4Xt4LBpCw,161,静安寺,http://www.dianping.com/shop/l38hvXM4Xt4LBpCw
上海市,上海市,静安寺,美食,1点点(静安九百店),k86TeoUGscyyIAyK,15,静安寺,http://www.dianping.com/shop/k86TeoUGscyyIAyK
上海市,上海市,静安寺,美食,必胜客(云和宅急送店),k3VWss1dnKIBNvmG,61,静安寺,http://www.dianping.com/shop/k3VWss1dnKIBNvmG
上海市,上海市,静安寺,美食,延安饭店,G6ewit4oHkFt04Jz,271,静安寺,http://www.dianping.com/shop/G6ewit4oHkFt04Jz
上海市,上海市,静安寺,美食,luckincoffee瑞幸咖啡(胶州大楼店),EVA2vCI5Qqkxbshe,18,静安寺,http://www.dianping.com/shop/EVA2vCI5Qqkxbshe
上海市,上海市,静安寺,美食,煎饼黄(铜仁路店),G5oMzqVs6NecvUxh,11,静安寺,http://www.dianping.com/shop/G5oMzqVs6NecvUxh
上海市,上海市,静安寺,美食,味锦章鱼小丸子(久光百货店),hnrBUL1tbCUmpilj,28,静安寺,http://www.dianping.com/shop/hnrBUL1tbCUmpilj
上海市,上海市,静安寺,美食,夜排档,G5fHp6FQ1m9oIiOw,19,静安寺,http://www.dianping.com/shop/G5fHp6FQ1m9oIiOw
上海市,上海市,静安寺,美食,Judy'sspot,H4aHmHA6dSjQiDCF,137,静安寺,http://www.dianping.com/shop/H4aHmHA6dSjQiDCF
上海市,上海市,静安寺,美食,全家便利店(静安寺站店),k9DGrQO6OgGoOU2l,13,静安寺,http://www.dianping.com/shop/k9DGrQO6OgGoOU2l
上海市,上海市,静安寺,美食,美食角GourmetCorner,k2dQH9I8u7xFOH7Q,49,静安寺,http://www.dianping.com/shop/k2dQH9I8u7xFOH7Q
上海市,上海市,静安寺,美食,鱼你在一起(南京西路店),l6bObDUNfR6yMmJV,48,静安寺,http://www.dianping.com/shop/l6bObDUNfR6yMmJV
上海市,上海市,静安寺,美食,华记桂林米粉(北京西路店),G9sCwaAj5PLMnuHQ,21,静安寺,http://www.dianping.com/shop/G9sCwaAj5PLMnuHQ
上海市,上海市,静安寺,美食,淮南牛肉汤(永源路店),i6FqYpyTJ9DbyIFM,25,静安寺,http://www.dianping.com/shop/i6FqYpyTJ9DbyIFM
上海市,上海市,静安寺,美食,BLUEKINGCOFFEE蓝京烘焙咖啡(静安店),GaDtUVIPiK9SLQNv,23,静安寺,http://www.dianping.com/shop/GaDtUVIPiK9SLQNv
上海市,上海市,静安寺,美食,BrothersKebab兄弟烤肉店(巨鹿路店),k756Ps3RGX2cqge7,59,静安寺,http://www.dianping.com/shop/k756Ps3RGX2cqge7
上海市,上海市,静安寺,美食,阿拉丁麻辣烫(静安寺店),H23SqZuWnKrqGWoW,31,静安寺,http://www.dianping.com/shop/H23SqZuWnKrqGWoW
上海市,上海市,静安寺,美食,大鼓米线(1788国际中心店),l2ujAULjolMjOQn7,32,静安寺,http://www.dianping.com/shop/l2ujAULjolMjOQn7
上海市,上海市,静安寺,美食,TokyoKaren(久光百货店),H3tflKJcSJJmJhbR,184,静安寺,http://www.dianping.com/shop/H3tflKJcSJJmJhbR
上海市,上海市,静安寺,美食,红香坊蛋糕屋(愚园路店),G4jnXyt7Ez6gXFl0,10,静安寺,http://www.dianping.com/shop/G4jnXyt7Ez6gXFl0
上海市,上海市,静安寺,美食,RF1(静安久光店),H9CCg2gUKzgyEULB,104,静安寺,http://www.dianping.com/shop/H9CCg2gUKzgyEULB
上海市,上海市,静安寺,美食,鸟心(久光百货店),H32CIRvngQysKKkF,87,静安寺,http://www.dianping.com/shop/H32CIRvngQysKKkF
上海市,上海市,静安寺,美食,FinelineCoffee细线咖啡(静安寺店),G4Zo1jCyqydZLfbn,28,静安寺,http://www.dianping.com/shop/G4Zo1jCyqydZLfbn
上海市,上海市,静安寺,美食,公馆港式烧味(宁路店),GaaU8NTQcvGWFyBJ,38,静安寺,http://www.dianping.com/shop/GaaU8NTQcvGWFyBJ
上海市,上海市,静安寺,美食,鱼椒情砂锅鱼·双拼碳烤鱼(愚园路店),H9UwLqBY1SN4aQXe,118,静安寺,http://www.dianping.com/shop/H9UwLqBY1SN4aQXe
上海市,上海市,静安寺,美食,老娘舅(华山医院店),l9t7jMgOnVTv7PVn,38,静安寺,http://www.dianping.com/shop/l9t7jMgOnVTv7PVn
上海市,上海市,静安寺,美食,PICHET,H481eF6yORFJ80ZG,156,静安寺,http://www.dianping.com/shop/H481eF6yORFJ80ZG
上海市,上海市,静安寺,美食,静安斋净素包子,k4XoBJFPS29HtFk4,,静安寺,http://www.dianping.com/shop/k4XoBJFPS29HtFk4
上海市,上海市,静安寺,美食,真老大房(久光店),H1KU9YwpDTS8Via1,20,静安寺,http://www.dianping.com/shop/H1KU9YwpDTS8Via1
上海市,上海市,静安寺,美食,吉祥馄饨(常熟路店),H8E5oo3qoeYVbRgT,20,静安寺,http://www.dianping.com/shop/H8E5oo3qoeYVbRgT
上海市,上海市,静安寺,美食,黄记桂林米粉店(南京西路店),G5axMtUlv7uHlT0f,16,静安寺,http://www.dianping.com/shop/G5axMtUlv7uHlT0f
上海市,上海市,静安寺,美食,美丽园大酒店世博餐厅,k7gex97KPmJERiHG,104,静安寺,http://www.dianping.com/shop/k7gex97KPmJERiHG
上海市,上海市,静安寺,美食,康铂餐厅(静安店),H5AM24DdNkDqHIvA,92,静安寺,http://www.dianping.com/shop/H5AM24DdNkDqHIvA
上海市,上海市,静安寺,美食,美珍香(久光百货店),k6kZJhqVHDReBH1W,198,静安寺,http://www.dianping.com/shop/k6kZJhqVHDReBH1W
上海市,上海市,静安寺,美食,奇华饼家(久光百货店),k9EK4wbFp4AtIXdy,145,静安寺,http://www.dianping.com/shop/k9EK4wbFp4AtIXdy
上海市,上海市,静安寺,美食,静安宾馆中餐厅,H7hNUuMg66Eip3sQ,214,静安寺,http://www.dianping.com/shop/H7hNUuMg66Eip3sQ
上海市,上海市,静安寺,美食,全家便利店(华山路店),G6UTN9o0tEZUgk64,21,静安寺,http://www.dianping.com/shop/G6UTN9o0tEZUgk64
上海市,上海市,静安寺,美食,旺上旺食屋,l139FMgx4TmXy9q9,69,静安寺,http://www.dianping.com/shop/l139FMgx4TmXy9q9
上海市,上海市,静安寺,美食,朋友餐厅(巨鹿路店),H5IPYOsvMoQBUBdx,21,静安寺,http://www.dianping.com/shop/H5IPYOsvMoQBUBdx
上海市,上海市,静安寺,美食,一品羊汤馆,H2rn9p3ETyHioDdE,33,静安寺,http://www.dianping.com/shop/H2rn9p3ETyHioDdE
上海市,上海市,静安寺,美食,McCafé麦咖啡(芮欧店),k77oMl0CUf7QClT4,25,静安寺,http://www.dianping.com/shop/k77oMl0CUf7QClT4
上海市,上海市,静安寺,美食,JAcafe花园咖啡,GaFCCcJMtiHtFQj7,36,静安寺,http://www.dianping.com/shop/GaFCCcJMtiHtFQj7
上海市,上海市,静安寺,美食,EarSight壹视听,k9SlZXNqo6iPZR1Q,564,静安寺,http://www.dianping.com/shop/k9SlZXNqo6iPZR1Q
上海市,上海市,静安寺,美食,luckincoffee瑞幸咖啡(华祺大厦店),k1fJvp6FQRzb7Udr,24,静安寺,http://www.dianping.com/shop/k1fJvp6FQRzb7Udr
上海市,上海市,静安寺,美食,静安廊,H34S6ooKQlarMyje,95,静安寺,http://www.dianping.com/shop/H34S6ooKQlarMyje
上海市,上海市,静安寺,美食,星巴克(越洋广场B2店),l85dQzmt7x8JemjE,38,静安寺,http://www.dianping.com/shop/l85dQzmt7x8JemjE
上海市,上海市,静安寺,美食,Temiyage本高砂屋(久光百货店),H9QjCfbw74a9e70m,,静安寺,http://www.dianping.com/shop/H9QjCfbw74a9e70m
上海市,上海市,静安寺,美食,上海戏剧学院食堂,kahHLRgmX5B5XFVt,15,静安寺,http://www.dianping.com/shop/kahHLRgmX5B5XFVt
上海市,上海市,静安寺,美食,湘菜馆(北京西路店),k6yCVyYEKQdi12mc,63,静安寺,http://www.dianping.com/shop/k6yCVyYEKQdi12mc
上海市,上海市,静安寺,美食,CoCo都可(静安寺店),l9paRkOYXdHQd1uH,10,静安寺,http://www.dianping.com/shop/l9paRkOYXdHQd1uH
上海市,上海市,静安寺,美食,泡面研究所,H8Z4nUhh9aWGl4RM,85,静安寺,http://www.dianping.com/shop/H8Z4nUhh9aWGl4RM
上海市,上海市,静安寺,美食,PokeX(静安寺店),l14NvT3Incj4Cgar,48,静安寺,http://www.dianping.com/shop/l14NvT3Incj4Cgar
上海市,上海市,静安寺,美食,吴茂兴本帮面(华山路店),l51Qovq9Sr6zVwfR,26,静安寺,http://www.dianping.com/shop/l51Qovq9Sr6zVwfR
上海市,上海市,静安寺,美食,三阳盛南北货店(南京西路店),l1mNVdJwFXIe6AJW,49,静安寺,http://www.dianping.com/shop/l1mNVdJwFXIe6AJW
上海市,上海市,静安寺,美食,川五味中餐烧烤龙虾(武定路三店),j24vn4t9ZyAWbgfm,123,静安寺,http://www.dianping.com/shop/j24vn4t9ZyAWbgfm
上海市,上海市,静安寺,美食,喝汤时间(常熟路店),k7I4DeTJQr7Z22za,26,静安寺,http://www.dianping.com/shop/k7I4DeTJQr7Z22za
上海市,上海市,静安寺,美食,林万昌堂(久光百货店),l4D3qUO2kimMKlW7,36,静安寺,http://www.dianping.com/shop/l4D3qUO2kimMKlW7
上海市,上海市,静安寺,美食,汤先生·炖汤粗粮饭(静安店),k76Ln9YpBUaoz6pP,38,静安寺,http://www.dianping.com/shop/k76Ln9YpBUaoz6pP
上海市,上海市,静安寺,美食,星巴克(越洋广场1F店),l2NRpPjz7dkTGJSc,38,静安寺,http://www.dianping.com/shop/l2NRpPjz7dkTGJSc
上海市,上海市,静安寺,美食,市西初中食堂,G8vht3bNuBe2XkkL,,静安寺,http://www.dianping.com/shop/G8vht3bNuBe2XkkL
上海市,上海市,静安寺,美食,乡姑缘陕西美食(华山店),G3G88Lzscyiu11bf,32,静安寺,http://www.dianping.com/shop/G3G88Lzscyiu11bf
上海市,上海市,静安寺,美食,小食堂餐厅,H91Pyk814GG1SzZW,36,静安寺,http://www.dianping.com/shop/H91Pyk814GG1SzZW
上海市,上海市,静安寺,美食,黑吻COFFEE(静安寺店),l9KFWjyOOuRxj5W8,17,静安寺,http://www.dianping.com/shop/l9KFWjyOOuRxj5W8
上海市,上海市,静安寺,美食,兴泰餐饮,l7BFsgYAp0VWO9KY,64,静安寺,http://www.dianping.com/shop/l7BFsgYAp0VWO9KY
上海市,上海市,静安寺,美食,重庆鸡公煲·巫山烤全鱼(万航渡路店),G6nCnPkjshQvXAC3,73,静安寺,http://www.dianping.com/shop/G6nCnPkjshQvXAC3
上海市,上海市,静安寺,美食,留夫鸭(静安寺地铁站店),k8STlIrq8PJcQZRn,37,静安寺,http://www.dianping.com/shop/k8STlIrq8PJcQZRn
上海市,上海市,静安寺,美食,延安饭店兴会厅,H5V2goLPFOwZFjIo,188,静安寺,http://www.dianping.com/shop/H5V2goLPFOwZFjIo
上海市,上海市,静安寺,美食,真好蒸菜(芮欧百货店),G3cSYzUMwD322yQh,31,静安寺,http://www.dianping.com/shop/G3cSYzUMwD322yQh
上海市,上海市,静安寺,美食,萍姐私房菜,G6SnsLFQGfpjV2vs,,静安寺,http://www.dianping.com/shop/G6SnsLFQGfpjV2vs
上海市,上海市,静安寺,美食,康敏点心店(西康路店),H7rleV58h0uBkMZd,10,静安寺,http://www.dianping.com/shop/H7rleV58h0uBkMZd
上海市,上海市,静安寺,美食,孟雨成都小吃,H6Q7CSggk0MFChp7,26,静安寺,http://www.dianping.com/shop/H6Q7CSggk0MFChp7
上海市,上海市,静安寺,美食,CRAVINGS,H4IIIYJ41O3fmu0m,65,静安寺,http://www.dianping.com/shop/H4IIIYJ41O3fmu0m
上海市,上海市,静安寺,美食,全家便利店(常德店),G4twgRPG7x310CV1,19,静安寺,http://www.dianping.com/shop/G4twgRPG7x310CV1
上海市,上海市,静安寺,美食,温州面馆(华山路店),k4IbaTsdq7geUIiT,28,静安寺,http://www.dianping.com/shop/k4IbaTsdq7geUIiT
上海市,上海市,静安寺,美食,麦稻湘约米粉铺,l5naDPsGqQXLiRQb,28,静安寺,http://www.dianping.com/shop/l5naDPsGqQXLiRQb
上海市,上海市,静安寺,美食,杜六房(镇宁路店),k6hhb8wgxNvCDZjQ,53,静安寺,http://www.dianping.com/shop/k6hhb8wgxNvCDZjQ
上海市,上海市,静安寺,美食,福建千里香馄饨王,jCEV3wszXp11YkP2,13,静安寺,http://www.dianping.com/shop/jCEV3wszXp11YkP2
上海市,上海市,静安寺,美食,顾师傅特色炒菜(富民路店),EfR3NPGBVOvmU2EH,22,静安寺,http://www.dianping.com/shop/EfR3NPGBVOvmU2EH
上海市,上海市,静安寺,美食,爱斯羊肉串,l1IVRdLsrDx0nMaL,21,静安寺,http://www.dianping.com/shop/l1IVRdLsrDx0nMaL
上海市,上海市,静安寺,美食,果畔·果切(南京西路店),E4YHOChnQ8WhyNFi,,静安寺,http://www.dianping.com/shop/E4YHOChnQ8WhyNFi
上海市,上海市,静安寺,美食,品·108美食广场,l8y5F5ryWfSziTyL,150,静安寺,http://www.dianping.com/shop/l8y5F5ryWfSziTyL
上海市,上海市,静安寺,美食,东北饺子东北菜,G6o2Ioc5v8Gz5ac8,49,静安寺,http://www.dianping.com/shop/G6o2Ioc5v8Gz5ac8
上海市,上海市,静安寺,美食,QPQ市集方(晶品店),k5aLSN5pooFQqf1T,81,静安寺,http://www.dianping.com/shop/k5aLSN5pooFQqf1T
上海市,上海市,静安寺,美食,香港美心月饼(晶品购物中心店),GabfjQH5mcUfh3k9,500,静安寺,http://www.dianping.com/shop/GabfjQH5mcUfh3k9
上海市,上海市,静安寺,美食,HEYJUICE茶桔便(万航渡路店),G66uRYl6rJhgAfim,20,静安寺,http://www.dianping.com/shop/G66uRYl6rJhgAfim
上海市,上海市,静安寺,美食,杜六房(武定路店),F9TXt0cpAQXKvGjD,40,静安寺,http://www.dianping.com/shop/F9TXt0cpAQXKvGjD
上海市,上海市,静安寺,美食,海盗虾饭·剥好的小龙虾饭(静安寺店),l7Q87mhu1vVFJ1fo,,静安寺,http://www.dianping.com/shop/l7Q87mhu1vVFJ1fo
上海市,上海市,静安寺,美食,牛奶香酥饼(镇宁路店),G3Y4HD8slbHGD3vH,6,静安寺,http://www.dianping.com/shop/G3Y4HD8slbHGD3vH
上海市,上海市,静安寺,美食,PARADOX,G7fErnSxPvwgzhfN,25,静安寺,http://www.dianping.com/shop/G7fErnSxPvwgzhfN
上海市,上海市,静安寺,美食,老鸿盛9号饭堂,H5cP3lOvn0omcXpJ,27,静安寺,http://www.dianping.com/shop/H5cP3lOvn0omcXpJ
上海市,上海市,静安寺,美食,黄鱼面,H9xDXQ6Un3lVDAMj,30,静安寺,http://www.dianping.com/shop/H9xDXQ6Un3lVDAMj
上海市,上海市,静安寺,美食,雲蒸·国民菜(静安寺店),k5K1CoWfR3qG2ImN,32,静安寺,http://www.dianping.com/shop/k5K1CoWfR3qG2ImN
上海市,上海市,静安寺,美食,王府井烤鸭(武定店),l1MoR1JguOpkSg79,32,静安寺,http://www.dianping.com/shop/l1MoR1JguOpkSg79
上海市,上海市,静安寺,美食,黄记桂林米粉(西康路店),l2HXtau3ivOUc3gp,23,静安寺,http://www.dianping.com/shop/l2HXtau3ivOUc3gp
上海市,上海市,静安寺,美食,美丽园爱心食堂,l2CWbwoTTjxXKNzD,19,静安寺,http://www.dianping.com/shop/l2CWbwoTTjxXKNzD
上海市,上海市,静安寺,美食,东池便当(静安店),G6pL7wRmijlJDLGt,17,静安寺,http://www.dianping.com/shop/G6pL7wRmijlJDLGt
上海市,上海市,静安寺,美食,阿蒋蒸湘味(1788国际中心店),l9hEWqhrEVjZYtom,25,静安寺,http://www.dianping.com/shop/l9hEWqhrEVjZYtom
上海市,上海市,静安寺,美食,武定菜市场,k1HvZ4xmTHV2oPrW,,静安寺,http://www.dianping.com/shop/k1HvZ4xmTHV2oPrW
上海市,上海市,静安寺,美食,切果NOW!(静安店),k7kKnWliIu6AwzYT,26,静安寺,http://www.dianping.com/shop/k7kKnWliIu6AwzYT
上海市,上海市,静安寺,美食,老上海馄饨铺(新闸路店),k6PubqX5bIbwCrOd,14,静安寺,http://www.dianping.com/shop/k6PubqX5bIbwCrOd
上海市,上海市,静安寺,美食,入伙(静安寺店),laWcQDA110J4R5TI,23,静安寺,http://www.dianping.com/shop/laWcQDA110J4R5TI
上海市,上海市,静安寺,美食,银菓子西饼屋(静安寺地铁站店),H2QfUkB2r4Oc9pCB,22,静安寺,http://www.dianping.com/shop/H2QfUkB2r4Oc9pCB
上海市,上海市,静安寺,美食,ENOTECA葡萄酒(久光百货店),k1YRcs91bWqwAd2l,272,静安寺,http://www.dianping.com/shop/k1YRcs91bWqwAd2l
上海市,上海市,静安寺,美食,思湘情崇明生态田园(延安西路店),G2QaLkAxHdAL5jy1,57,静安寺,http://www.dianping.com/shop/G2QaLkAxHdAL5jy1
上海市,上海市,静安寺,美食,老香港蛋糕,G90N4eFvvwrDLNbm,32,静安寺,http://www.dianping.com/shop/G90N4eFvvwrDLNbm
上海市,上海市,静安寺,美食,静宾熟食,H1RYNfaY8wazU68W,44,静安寺,http://www.dianping.com/shop/H1RYNfaY8wazU68W
上海市,上海市,静安寺,美食,一品香包子,H5leDd7LyTr4O1Lm,3,静安寺,http://www.dianping.com/shop/H5leDd7LyTr4O1Lm
上海市,上海市,静安寺,美食,隆记大食堂,H9LcjjtugahNEpc4,31,静安寺,http://www.dianping.com/shop/H9LcjjtugahNEpc4
上海市,上海市,静安寺,美食,缙云烧饼(万航渡路店),EDn37saDqdENItTK,9,静安寺,http://www.dianping.com/shop/EDn37saDqdENItTK
上海市,上海市,静安寺,美食,蜜哆哆炸鸡(静安寺店),k9Gki2vNV5qseiqT,35,静安寺,http://www.dianping.com/shop/k9Gki2vNV5qseiqT
上海市,上海市,静安寺,美食,新龙茶餐厅(静安店),l8Sk1ZtUDR6RSO5O,30,静安寺,http://www.dianping.com/shop/l8Sk1ZtUDR6RSO5O
上海市,上海市,静安寺,美食,沁沁面馆·河南红烧牛肉面,FmSKGtyBd40078FA,14,静安寺,http://www.dianping.com/shop/FmSKGtyBd40078FA
上海市,上海市,静安寺,美食,900食品城,EwBlv2RM4FObigPC,65,静安寺,http://www.dianping.com/shop/EwBlv2RM4FObigPC
上海市,上海市,静安寺,美食,袁林港式烧腊(常熟路店),l5sboxqPIjs5Cgvo,,静安寺,http://www.dianping.com/shop/l5sboxqPIjs5Cgvo
上海市,上海市,静安寺,美食,杉溪水果店(愚园路店),G6mH4MWLuAI6V1SW,26,静安寺,http://www.dianping.com/shop/G6mH4MWLuAI6V1SW
上海市,上海市,静安寺,美食,华山医院食堂,l1BBbgEBlL5wAXdI,26,静安寺,http://www.dianping.com/shop/l1BBbgEBlL5wAXdI
上海市,上海市,静安寺,美食,一号会馆,G5Japvig7MkhmKQY,,静安寺,http://www.dianping.com/shop/G5Japvig7MkhmKQY
上海市,上海市,静安寺,美食,有容乃大,H1xkbLpiyfBPI8j6,,静安寺,http://www.dianping.com/shop/H1xkbLpiyfBPI8j6
上海市,上海市,静安寺,美食,全家便利店(新闸路三店),kauXDAL4SUpohUq5,19,静安寺,http://www.dianping.com/shop/kauXDAL4SUpohUq5
上海市,上海市,静安寺,美食,新民晚报大楼食堂,G77hOT9cVXMsZC5T,,静安寺,http://www.dianping.com/shop/G77hOT9cVXMsZC5T
上海市,上海市,静安寺,美食,Z-BARBOUTIQUECAFE(长乐路店),k8iOYY0mqPTojRJO,,静安寺,http://www.dianping.com/shop/k8iOYY0mqPTojRJO
上海市,上海市,静安寺,美食,沪客来美食汇(常德路店),G9UL7xk3p3ByFKUP,45,静安寺,http://www.dianping.com/shop/G9UL7xk3p3ByFKUP
上海市,上海市,静安寺,美食,TLPLUS低温慢煮研发中心,k6FQOuF8nl1ANGnG,82,静安寺,http://www.dianping.com/shop/k6FQOuF8nl1ANGnG
上海市,上海市,静安寺,美食,GuaKa活力健康餐(延安西路店),l9Mz7I9yxh7a9oyM,,静安寺,http://www.dianping.com/shop/l9Mz7I9yxh7a9oyM
上海市,上海市,静安寺,美食,巨鹿菜市场,l5js0yswaNHPq2Ev,48,静安寺,http://www.dianping.com/shop/l5js0yswaNHPq2Ev
上海市,上海市,静安寺,美食,立丰食品(久光店),G6h0Z8mWTsiQ4qKe,45,静安寺,http://www.dianping.com/shop/G6h0Z8mWTsiQ4qKe
上海市,上海市,静安寺,美食,ESCoffee,H1MwME8RteBZCbMR,28,静安寺,http://www.dianping.com/shop/H1MwME8RteBZCbMR
上海市,上海市,静安寺,美食,百乐缘餐厅,G6F7yHcZjH4f4UWF,79,静安寺,http://www.dianping.com/shop/G6F7yHcZjH4f4UWF
上海市,上海市,静安寺,美食,巴比馒头(愚园路店),k5xmkY8zmvx9u4OD,5,静安寺,http://www.dianping.com/shop/k5xmkY8zmvx9u4OD
上海市,上海市,静安寺,美食,全家便利店(胶州二店),G3BOBxYQ5w38FJxN,14,静安寺,http://www.dianping.com/shop/G3BOBxYQ5w38FJxN
上海市,上海市,静安寺,美食,东北源味饺子王(静安店),k5PHVALQUpqonMBq,62,静安寺,http://www.dianping.com/shop/k5PHVALQUpqonMBq
上海市,上海市,静安寺,美食,桂林米粉(华山路店),H71XjMJc4CLgjGAG,17,静安寺,http://www.dianping.com/shop/H71XjMJc4CLgjGAG
上海市,上海市,静安寺,美食,纯饮轻断食代餐果蔬汁(静安店),l3B1pmyxDHPjKdHy,94,静安寺,http://www.dianping.com/shop/l3B1pmyxDHPjKdHy
上海市,上海市,静安寺,美食,燕之屋·燕窝(久光百货店),G6TElG6zqa196GEF,,静安寺,http://www.dianping.com/shop/G6TElG6zqa196GEF
上海市,上海市,静安寺,美食,老香齋,EnfZIiGyB4tynzVv,,静安寺,http://www.dianping.com/shop/EnfZIiGyB4tynzVv
上海市,上海市,静安寺,美食,McCafé麦咖啡(静安寺店),laFg8iHvA5N4myZx,24,静安寺,http://www.dianping.com/shop/laFg8iHvA5N4myZx
上海市,上海市,静安寺,美食,集思合庐定制茶(静安久光店),HaBiVlGoZm3Jss9S,,静安寺,http://www.dianping.com/shop/HaBiVlGoZm3Jss9S
上海市,上海市,静安寺,美食,满舟中华料理,k2R4OieB4sWREnxA,295,静安寺,http://www.dianping.com/shop/k2R4OieB4sWREnxA
上海市,上海市,静安寺,美食,康良菜馆海鲜(万航渡路店),k57XokuzfsgHGZ5Y,68,静安寺,http://www.dianping.com/shop/k57XokuzfsgHGZ5Y
上海市,上海市,静安寺,美食,国立大厦内部食堂,k5MMlpqi0sj1iWW5,,静安寺,http://www.dianping.com/shop/k5MMlpqi0sj1iWW5
上海市,上海市,静安寺,美食,梦美餐馆(胶州路店),H2pWSwXtbz5qO0gs,32,静安寺,http://www.dianping.com/shop/H2pWSwXtbz5qO0gs
上海市,上海市,静安寺,美食,士威尔披萨店(果汁意面),j3snrzLU6HDTpZnH,38,静安寺,http://www.dianping.com/shop/j3snrzLU6HDTpZnH
