,k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度,normalized_density_town,normalized_density_district,housing_town,housing_district,geometry
2151,2151,1015.55,14713.58003,1179.447619,4363771.93,1250,135.2733684,36.59983007,1.6228576115013789,3.780110895848676,1467.154296403778,390.49893360950193,POINT (135.2733684 36.59983007)
2152,2152,697.84,8655.815373,7699.193548,7274449.938,613,135.2911446,36.59983007,-0.7137010225588885,1.6194909835540607,1142.6381021165998,652.8134113174056,POINT (135.2911446 36.59983007)
2153,2153,721.84,7862.270557,6759.122807,7385725.429,854,135.3089209,36.59983007,1.6261671768456436,2.4369311701521807,1160.2527365704038,662.841718200932,POINT (135.3089209 36.59983007)
2154,2154,245.55,7862.270557,703.875,0.0,287,135.3266971,36.59983007,-0.6963436273646333,0.5137420174503797,-8.889294966441398,-2.770452941743159,POINT (135.3266971 36.59983007)
2155,2155,501.23,1181.345288,3022.0,6677692.308,382,135.3444733,36.59983007,0.9974982810800779,0.8359694768977715,756.0124173626161,599.0327575998143,POINT (135.3444733 36.59983007)
2156,2156,547.25,1138.409364,4850.39604,7299567.901,561,135.3622495,36.59983007,2.1590232039712998,1.443113847856541,1326.1074540745035,655.0770781769214,POINT (135.3622495 36.59983007)
2157,2157,433.02,3572.494424,1387.321429,4394866.53,536,135.3800258,36.59983007,1.996799052729509,1.3583171480019645,795.0354065599997,393.30122356947624,POINT (135.3800258 36.59983007)
2158,2158,333.81,1961.358935,180.7142857,3855000.0,241,135.397802,36.59983007,1.0972755669930043,0.35771608971795854,434.4308202721011,344.6476773992369,POINT (135.397802 36.59983007)
2159,2159,269.02,3333.140956,1175.545455,4867670.33,377,135.4155782,36.59983007,2.441180801764174,0.8190101369268561,636.8513566813496,435.91098030465406,POINT (135.4155782 36.59983007)
2160,2160,132.69,3326.150313,217.5,3185995.025,137,135.4333544,36.59983007,0.06958332863858067,0.004961818322919197,415.03423403451023,284.35598930499197,POINT (135.4333544 36.59983007)
2161,2161,151.07,1578.067565,0.0,0.0,90,135.4511307,36.59983007,-0.3948545098485146,-0.1544559774036851,-5.206371932314347,-2.770452941743159,POINT (135.4511307 36.59983007)
2162,2162,102.79,622.0101825,185.0,1968260.87,179,135.4689069,36.59983007,0.4803880208276249,0.14742027407860817,726.1005455100003,174.61204030824666,POINT (135.4689069 36.59983007)
2163,2163,35.68,1834.974249,0.0,2726923.077,42,135.4866831,36.59983007,-0.29860936899181584,-0.3172656411244725,1010.3712592251629,242.98376677161932,POINT (135.4866831 36.59983007)
2164,2164,34.39,1862.74676,175.0,1724444.444,55,135.5044593,36.59983007,-0.24453294005619924,-0.27317135720009256,479.2512876881272,152.63895422073955,POINT (135.5044593 36.59983007)
2165,2165,66.06,1069.756796,0.0,0.0,24,135.5222356,36.59983007,-0.2512061197342602,-0.37831926501976776,-7.6718642804017785,-2.770452941743159,POINT (135.5222356 36.59983007)
2166,2166,36.57,614.5008431,134.0,0.0,79,135.5400118,36.59983007,-0.12735984845294981,-0.1917665253396989,-7.6718642804017785,-2.770452941743159,POINT (135.5400118 36.59983007)
2167,2167,3.15,495.8437064,0.0,0.0,8,135.557788,36.59983007,-0.45597379327077386,-0.4325891529266969,-7.6718642804017785,-2.770452941743159,POINT (135.557788 36.59983007)
2169,2169,42.16,1107.242978,0.0,0.0,33,134.7756341,36.61495156,-0.6649431774566319,-0.38406201256641265,-6.57193216732448,-3.868191213915792,POINT (134.7756341 36.61495156)
2170,2170,72.57,1107.242978,118.6666667,3234000.0,90,134.7934104,36.61495156,-0.2883083580211476,-0.08728231923087859,932.1152953455943,531.9505985966082,POINT (134.7934104 36.61495156)
2171,2171,51.37,1107.242978,0.0,0.0,73,134.8111866,36.61495156,-0.400638041010678,-0.17579556110287997,-6.57193216732448,-3.868191213915792,POINT (134.8111866 36.61495156)
2172,2172,13.45,1112.111712,0.0,0.0,17,134.8289628,36.61495156,-0.7706652320350135,-0.4673685931518257,-8.87309485050041,-3.868191213915792,POINT (134.8289628 36.61495156)
2173,2173,9.07,1124.163715,121.0,0.0,10,134.846739,36.61495156,-0.5612280161093411,-0.5038152221579439,-8.87309485050041,-3.868191213915792,POINT (134.846739 36.61495156)
2174,2174,13.99,1137.308677,0.0,0.0,23,134.8645153,36.61495156,-0.346978519742737,-0.4361286254322958,-6.57193216732448,-3.868191213915792,POINT (134.8645153 36.61495156)
2175,2175,20.64,1190.980647,0.0,0.0,32,134.8822915,36.61495156,-0.6715508058677807,-0.38926867385300096,-6.57193216732448,-3.868191213915792,POINT (134.8822915 36.61495156)
2176,2176,22.37,1193.681862,0.0,0.0,35,134.9000677,36.61495156,-0.2865092341444177,-0.373648689993236,-8.132081999483168,-3.868191213915792,POINT (134.9000677 36.61495156)
2177,2177,48.5,2097.350259,0.0,0.0,51,134.9178439,36.61495156,-0.7097018651205861,-0.29034210940782296,-8.132081999483168,-3.868191213915792,POINT (134.9178439 36.61495156)
2178,2178,178.79,2345.859068,0.0,0.0,140,134.9356202,36.61495156,-0.20193547886337807,0.17305074509853727,-7.427773118966848,-3.868191213915792,POINT (134.9356202 36.61495156)
2179,2179,115.39,2345.859068,43087.0,3913333.333,143,134.9533964,36.61495156,-0.18481975797830366,0.18867072895830223,1025.365154497405,644.5045764463329,POINT (134.9533964 36.61495156)
2180,2180,80.06,2345.859068,0.0,0.0,148,134.9711726,36.61495156,-0.1562935565031796,0.2147040353912438,-7.427773118966848,-3.868191213915792,POINT (134.9711726 36.61495156)
2181,2181,62.71,5007.933697,8217.0,0.0,53,134.9889488,36.61495156,-0.9761762010583698,-0.6998263849922706,-6.521195085047696,-4.414120945579128,POINT (134.9889488 36.61495156)
2182,2182,110.0,5007.933697,13015.0,2788285.714,141,135.0067251,36.61495156,-0.4703854233079191,-0.4424573980339191,530.0103144579555,350.68626079833626,POINT (135.0067251 36.61495156)
2183,2183,148.35,4712.300631,0.0,2810250.0,77,135.0245013,36.61495156,-1.1001433449250355,-0.6296348430945383,534.2367577755983,353.4835086930448,POINT (135.0245013 36.61495156)
2184,2184,341.62,3586.425007,400.8,3133611.111,258,135.0422775,36.61495156,-0.495221780891023,-0.10027363128247456,725.5682525839193,394.66496057249043,POINT (135.0422775 36.61495156)
2185,2185,271.42,3240.139798,483.3888889,2286875.0,372,135.0600537,36.61495156,-0.11422145879225265,0.23313619273175343,433.52714347849286,286.82941318121675,POINT (135.0600537 36.61495156)
2186,2186,792.68,8587.562911,553.3809524,3497692.308,556,135.07783,36.61495156,1.9148779035834105,0.7712713472810337,810.9949250285122,441.03229351521543,POINT (135.07783 36.61495156)
2187,2187,1318.62,15739.67471,4501.26,2806411.29,1329,135.0956062,36.61495156,1.0,-0.18684255069807315,2423.3749194182133,358.6482143765013,POINT (135.0956062 36.61495156)
2188,2188,1324.41,18627.4556,2609.12987,5597449.393,1264,135.1133824,36.61495156,-0.919273625328978,-0.24594116770719607,2104.9308115364342,779.6719881244333,POINT (135.1133824 36.61495156)
2189,2189,2800.32,19111.99333,3639.929204,7846204.744,1161,135.1311586,36.61495156,0.5457462541430679,-0.048476964881660006,4224.350204945683,1095.3406560001636,POINT (135.1311586 36.61495156)
2190,2190,2484.27,23818.78708,2512.062084,5166531.25,3634,135.1489349,36.61495156,1.438644794863541,1.9088853293946695,3558.0103143611823,719.1819236521893,POINT (135.1489349 36.61495156)
2191,2191,3741.16,25614.50847,2152.813102,4604090.566,2954,135.1667111,36.61495156,-0.21979226289214682,-0.7758089295245221,1520.811746723655,592.5600963595042,POINT (135.1667111 36.61495156)
2192,2192,3908.92,14933.55685,8518.8,6087053.333,3945,135.1844873,36.61495156,1.523336230368138,2.1916494815460115,1009.6914479956391,855.6605696598596,POINT (135.1844873 36.61495156)
2193,2193,3593.07,17134.26561,1527547205.0,6852217.09,3986,135.2022635,36.61495156,0.7782817923612246,0.7405869955337443,875.1954344640759,964.3048984855977,POINT (135.2022635 36.61495156)
2194,2194,3387.18,28123.83967,70033256917.0,11526713.4,3812,135.2200397,36.61495156,-0.477401352885359,0.6306676291224237,5475.086692270087,2188.07769220857,POINT (135.2200397 36.61495156)
2195,2195,1736.17,37166.72882,3449278312.0,7102977.25,2680,135.237816,36.61495156,-0.9362676813477837,-0.08443997304777683,1683.8067001800061,1343.8112029191502,POINT (135.237816 36.61495156)
2196,2196,927.79,20512.42925,46980.84211,11370000.0,767,135.2555922,36.61495156,-0.7204826523319486,-1.2929212830756864,3275.6967687901238,1021.9102583363225,POINT (135.2555922 36.61495156)
2197,2197,1037.91,18559.6237,709.3043478,3963582.09,1161,135.2733684,36.61495156,1.2963996547802425,3.478234644366383,1408.4030944176982,354.4332511207196,POINT (135.2733684 36.61495156)
2198,2198,717.06,13931.27924,2682.127817,5366703.911,781,135.2911446,36.61495156,-0.704085864795811,2.1893248065768165,1808.9883643321366,480.88460253250986,POINT (135.2911446 36.61495156)
2199,2199,326.28,7862.270557,10664.22222,10582176.47,358,135.3089209,36.61495156,-0.40551775946528645,0.7545646450373777,1666.2430146694362,950.9104716096738,POINT (135.3089209 36.61495156)
2200,2200,73.3,7817.469261,33012.0,19660067.57,92,135.3266971,36.61495156,-1.4950907293417126,-0.14767224141531898,3103.250678270228,1769.0230405852958,POINT (135.3266971 36.61495156)
2201,2201,27.12,3399.865147,0.0,11999154.93,36,135.3444733,36.61495156,-1.2476839721063062,-0.3376168490895709,1362.2720667017109,1078.610603206727,POINT (135.3444733 36.61495156)
2202,2202,98.39,3554.16458,362.3333333,4260000.0,69,135.3622495,36.61495156,-0.6736305620627583,-0.2256852052815296,770.3775037052155,381.1468584078223,POINT (135.3622495 36.61495156)
2203,2203,137.47,2926.816946,1559.25,5419605.489,140,135.3800258,36.61495156,-0.5728315029404567,0.015137422305468409,982.3903692963777,485.652168633897,POINT (135.3800258 36.61495156)
2204,2204,337.84,1476.166141,73625.33333,0.0,297,135.397802,36.61495156,1.6506483107223093,0.5476606973922105,-5.206371932314347,-2.770452941743159,POINT (135.397802 36.61495156)
2205,2205,118.95,3333.140956,0.0,9128186.275,224,135.4155782,36.61495156,0.9292874126466082,0.3000543338168463,1198.8239236216004,819.8747893577887,POINT (135.4155782 36.61495156)
2206,2206,51.31,3333.140956,0.0,0.0,29,135.4333544,36.61495156,-0.9976355342679362,-0.3613599250488524,-5.206371932314347,-2.770452941743159,POINT (135.4333544 36.61495156)
2207,2207,62.29,2568.051253,0.0,0.0,89,135.4511307,36.61495156,-0.40473616598653794,-0.1578478453978682,-5.446414076002338,-2.770452941743159,POINT (135.4511307 36.61495156)
2208,2208,72.32,1167.57938,0.0,1470000.0,80,135.4689069,36.61495156,-0.4936710712287477,-0.1883746573455158,188.690255627935,129.70805590423365,POINT (135.4689069 36.61495156)
2209,2209,78.68,1834.974249,0.0,0.0,29,135.4866831,36.61495156,-0.35877811945141747,-0.3613599250488524,-11.406762920518691,-2.770452941743159,POINT (135.4866831 36.61495156)
2210,2210,78.4,1834.974249,0.0,0.0,130,135.5044593,36.61495156,0.1086867879654872,-0.018781257636362295,-11.406762920518691,-2.770452941743159,POINT (135.5044593 36.61495156)
2211,2211,14.11,1834.974249,0.0,0.0,14,135.5222356,36.61495156,-0.42820360075095776,-0.4122379449615985,-11.406762920518691,-2.770452941743159,POINT (135.5222356 36.61495156)
2212,2212,9.09,1834.974249,0.0,0.0,19,135.5400118,36.61495156,-0.40506177365111096,-0.3952786049906831,-11.406762920518691,-2.770452941743159,POINT (135.5400118 36.61495156)
2214,2214,22.15,1145.773132,0.0,0.0,29,134.7756341,36.63007304,-0.6913736911012273,-0.40488865771276594,-6.57193216732448,-3.868191213915792,POINT (134.7756341 36.63007304)
2215,2215,16.69,1133.255929,107.0,0.0,35,134.7934104,36.63007304,-0.3070722726320501,-0.373648689993236,-6.57193216732448,-3.868191213915792,POINT (134.7934104 36.63007304)
2216,2216,21.02,1140.35037,0.0,0.0,40,134.8111866,36.63007304,-0.61868977857859,-0.3476153835602944,-6.57193216732448,-3.868191213915792,POINT (134.8111866 36.63007304)
2217,2217,19.37,1148.627218,0.0,0.0,18,134.8289628,36.63007304,-0.479898178196608,-0.4621619318652374,-8.87309485050041,-3.868191213915792,POINT (134.8289628 36.63007304)
2218,2218,26.0,1161.768156,0.0,0.0,48,134.846739,36.63007304,-0.22100084141290513,-0.3059620932675879,-8.87309485050041,-3.868191213915792,POINT (134.846739 36.63007304)
2219,2219,15.74,1193.681862,0.0,0.0,29,134.8645153,36.63007304,-0.31674387694357736,-0.40488865771276594,-8.132081999483168,-3.868191213915792,POINT (134.8645153 36.63007304)
2220,2220,26.3,1185.100025,0.0,0.0,42,134.8822915,36.63007304,-0.2359086644584086,-0.3372020609871178,-8.87309485050041,-3.868191213915792,POINT (134.8822915 36.63007304)
2221,2221,20.94,1439.156811,116.0,0.0,22,134.9000677,36.63007304,-0.8751538336763055,-0.44133528671888417,-7.427773118966848,-3.868191213915792,POINT (134.9000677 36.63007304)
2222,2222,255.02,2345.859068,0.0,0.0,114,134.9178439,36.63007304,-0.3502717265340231,0.03767755164724102,-7.427773118966848,-3.868191213915792,POINT (134.9178439 36.63007304)
2223,2223,515.19,2345.859068,482.1875,2281666.667,397,134.9356202,36.63007304,1.2643112769579978,1.5111626957517346,594.7415276620407,374.1651644641769,POINT (134.9356202 36.63007304)
2224,2224,319.27,2345.859068,1595.0,3293846.154,571,134.9533964,36.63007304,2.2570230882923146,2.4171217596181016,861.8723153301014,541.8660883341141,POINT (134.9533964 36.63007304)
2225,2225,75.99,2601.827782,0.0,0.0,52,134.9711726,36.63007304,-0.7039966248255612,-0.7027510325713426,-6.521195085047696,-4.414120945579128,POINT (134.9711726 36.63007304)
2226,2226,92.88,5007.933697,344.5,1905000.0,154,134.9889488,36.63007304,-0.3956663311402389,-0.4044369795059808,360.0454449646029,238.1959615956818,POINT (134.9889488 36.63007304)
2227,2227,60.83,5007.933697,0.0,0.0,53,135.0067251,36.63007304,-0.9761762010583698,-0.6998263849922706,-6.521195085047696,-4.414120945579128,POINT (135.0067251 36.63007304)
2228,2228,148.44,4719.368474,0.0,0.0,64,135.0245013,36.63007304,-0.9129523538395634,-0.6676552616224766,-6.521195085047696,-6.492312337747099,POINT (135.0245013 36.63007304)
2229,2229,332.87,4494.421233,59319.41667,2873664.122,326,135.0422775,36.63007304,-0.018544322976064297,0.09860240409443337,546.4391208376658,717.9212283592084,POINT (135.0422775 36.63007304)
2230,2230,288.92,4770.603369,27685.2,2998941.799,369,135.0600537,36.63007304,0.840072500863703,0.5707372098735192,790.6770392266518,377.5142346406821,POINT (135.0600537 36.63007304)
2231,2231,519.54,8595.439462,1632.923077,0.0,353,135.07783,36.63007304,0.748110541272712,-1.0742310153273646,-6.521195085047696,-6.518673413914097,POINT (135.07783 36.63007304)
2232,2232,928.71,14729.15988,19649.58,5725404.255,851,135.0956062,36.63007304,0.022181145464449003,-0.3758164703201953,1055.5708034999336,738.4640953592088,POINT (135.0956062 36.63007304)
2233,2233,1201.92,15843.28873,9108.890411,9332539.683,1192,135.1133824,36.63007304,-0.1382221807096273,-0.015743014337806477,1725.9202529173851,1303.9846821289466,POINT (135.1133824 36.63007304)
2234,2234,2690.76,15595.32333,1888.788462,2823877.069,1372,135.1311586,36.63007304,-0.740904681749242,0.17432508559424625,1502.1733953873772,390.33222273611153,POINT (135.1311586 36.63007304)
2235,2235,2031.21,18261.83025,2615.256983,3506505.636,3018,135.1489349,36.63007304,0.05839792486281234,1.3488122820466741,1872.168301111926,449.7436551621911,POINT (135.1489349 36.63007304)
2236,2236,2727.93,27048.63218,7075.152941,5568483.986,2328,135.1667111,36.63007304,-1.5239624673517098,0.7214577322575234,1787.1891904350314,782.0297708419585,POINT (135.1667111 36.63007304)
2237,2237,3940.07,27625.05978,26049.25984,6126906.005,3366,135.1844873,36.63007304,-0.9173517995973479,2.2798572592859863,1069.9681555063653,853.9943742095692,POINT (135.1844873 36.63007304)
2238,2238,6289.64,20593.7745,5621.809129,7233366.468,4380,135.2022635,36.63007304,-0.24187722855619004,0.9894848712007576,1995.2927009778412,1368.6958803929758,POINT (135.2022635 36.63007304)
2239,2239,4957.92,21109.78318,1235797924480.0,6124302.885,6716,135.2200397,36.63007304,1.659254806170449,2.5940019385868416,2798.296963400931,1157.0319868268652,POINT (135.2200397 36.63007304)
2240,2240,3009.4,26996.52461,9014913.726,8294000.0,3648,135.237816,36.63007304,1.5775320272631437,11.913810345899678,2384.593818077301,744.6967255402512,POINT (135.237816 36.63007304)
2241,2241,2511.61,12488.03574,6845.926136,10674436.09,1742,135.2555922,36.63007304,0.42143647964905895,-0.6769937988743211,2537.8864591203965,959.225040918719,POINT (135.2555922 36.63007304)
2242,2242,1886.05,14924.43215,5492.445614,4713530.534,3120,135.2733684,36.63007304,2.035348852848883,10.122904044971017,1679.2850911681116,422.01968076186284,POINT (135.2733684 36.63007304)
2243,2243,858.53,15662.47028,3368.422222,7043009.259,722,135.2911446,36.63007304,1.0854768308919283,1.9892045949200154,2022.1875955091862,631.9556453036502,POINT (135.2911446 36.63007304)
2244,2244,617.35,10699.13824,1769.632653,7741081.531,864,135.3089209,36.63007304,1.0620023824889768,2.4708498500940115,1214.9757133076196,694.8669199031625,POINT (135.3089209 36.63007304)
2245,2245,157.39,7967.401949,50104.91667,9733084.862,216,135.3266971,36.63007304,-0.9871694952639801,0.27291938986338177,1531.8339174072846,874.389117799148,POINT (135.3266971 36.63007304)
2246,2246,21.97,3279.699268,80995.0,24746271.19,21,135.3444733,36.63007304,-0.8784218377919008,-0.388494869002317,3460.5017268179286,2227.3990074319686,POINT (135.3444733 36.63007304)
2247,2247,29.92,4444.666369,518.0,9530000.0,52,135.3622495,36.63007304,-0.6559659939581222,-0.2833469611826418,1080.968013970605,856.0868186923786,POINT (135.3622495 36.63007304)
2248,2248,4.73,4484.737957,0.0,0.0,6,135.3800258,36.63007304,-0.9424191114572579,-0.43937288891506304,-4.758762407675668,-2.770452941743159,POINT (135.3800258 36.63007304)
2249,2249,19.15,3333.140956,0.0,0.0,20,135.397802,36.63007304,-1.0865704395101459,-0.39188673699650006,-5.206371932314347,-2.770452941743159,POINT (135.397802 36.63007304)
2250,2250,58.33,3333.140956,835.0,0.0,65,135.4155782,36.63007304,-0.6418959132990972,-0.23925267725826188,-5.206371932314347,-2.770452941743159,POINT (135.4155782 36.63007304)
2251,2251,70.26,3333.140956,86.0,13528507.46,37,135.4333544,36.63007304,-0.9185822851637497,-0.33422498109538784,1779.2371467191651,1216.4380472027967,POINT (135.4333544 36.63007304)
2252,2252,106.6,3126.798581,203.0,1989411.765,135,135.4511307,36.63007304,0.04982001636253407,-0.0018219176654469434,257.20194919842254,176.51818930849007,POINT (135.4511307 36.63007304)
2253,2253,103.68,2304.987333,0.0,0.0,51,135.4689069,36.63007304,-0.7802390992314235,-0.28673882917682486,-11.406762920518691,-2.770452941743159,POINT (135.4689069 36.63007304)
2254,2254,135.4,1834.974249,108.6666667,2176250.0,178,135.4866831,36.63007304,0.33084832812401616,0.14402840608442508,804.0340683407951,193.35631908278546,POINT (135.4866831 36.63007304)
2255,2255,57.35,1834.974249,130.0,2391851.852,91,135.5044593,36.63007304,-0.07181946341331756,-0.15106410940950205,884.8200779519881,212.78666728509225,POINT (135.5044593 36.63007304)
2256,2256,11.36,1834.974249,0.0,0.0,22,135.5222356,36.63007304,-0.39117667739120293,-0.3851030010081339,-11.406762920518691,-2.770452941743159,POINT (135.5222356 36.63007304)
2257,2257,0.0,1834.974249,0.0,0.0,3,135.5400118,36.63007304,-0.4791156203706206,-0.44954849289761223,-11.406762920518691,-2.770452941743159,POINT (135.5400118 36.63007304)
2258,2258,2.35,1834.974249,0.0,0.0,1,135.557788,36.63007304,-0.48837235121055933,-0.4563322288859784,-11.406762920518691,-2.770452941743159,POINT (135.557788 36.63007304)
2259,2259,14.36,1148.627218,0.0,0.0,25,134.7756341,36.64519452,-0.40873457002296654,-0.4257153028591192,-8.87309485050041,-3.868191213915792,POINT (134.7756341 36.64519452)
2260,2260,26.36,1148.627218,2381896.0,0.0,33,134.7934104,36.64519452,-0.3274047321102334,-0.38406201256641265,-8.87309485050041,-3.868191213915792,POINT (134.7934104 36.64519452)
2261,2261,9.44,1148.627218,75.0,0.0,19,134.8111866,36.64519452,-0.46973194845751637,-0.4569552705786491,-8.87309485050041,-3.868191213915792,POINT (134.8111866 36.64519452)
2262,2262,51.25,1148.627218,0.0,0.0,11,134.8289628,36.64519452,-0.5510617863702495,-0.49860856087135563,-8.87309485050041,-3.868191213915792,POINT (134.8289628 36.64519452)
2263,2263,111.77,1148.627218,196.6666667,0.0,154,134.846739,36.64519452,0.9027090663198553,0.2459440031107737,-8.87309485050041,-3.868191213915792,POINT (134.846739 36.64519452)
2264,2264,41.48,1149.493653,0.0,0.0,52,134.8645153,36.64519452,-0.20084441288013202,-0.28513544812123465,-8.87309485050041,-3.868191213915792,POINT (134.8645153 36.64519452)
2265,2265,42.35,1148.627218,11.0,0.0,52,134.8822915,36.64519452,-0.13424636706749218,-0.28513544812123465,-8.87309485050041,-3.868191213915792,POINT (134.8822915 36.64519452)
2266,2266,59.56,1319.660339,0.0,0.0,28,134.9000677,36.64519452,-0.3782358808056916,-0.41009531899935425,-7.427773118966848,-3.868191213915792,POINT (134.9000677 36.64519452)
2267,2267,457.23,2345.859068,0.0,0.0,169,134.9178439,36.64519452,-0.036483510307658625,0.32404392240959845,-7.427773118966848,-3.868191213915792,POINT (134.9178439 36.64519452)
2268,2268,621.64,2345.859068,1093.214286,1650000.0,712,134.9356202,36.64519452,3.0614619698908125,3.1512610010270543,428.03432161156996,269.5087423628821,POINT (134.9356202 36.64519452)
2269,2269,335.8,2362.190814,1107.833333,7500000.0,489,134.9533964,36.64519452,1.78919338410028,1.9901755341178597,1436.654553141923,950.7436843349758,POINT (134.9533964 36.64519452)
2270,2270,311.33,4846.59584,3203.0,0.0,132,134.9711726,36.64519452,-0.5221140255778516,-0.46877922624556867,-6.521195085047696,-4.414120945579128,POINT (134.9711726 36.64519452)
2271,2271,221.62,5007.933697,107.0,2190000.0,436,134.9889488,36.64519452,1.2251632066509779,0.42031363779237263,414.8861233972278,274.4919581963429,POINT (134.9889488 36.64519452)
2272,2272,45.92,4793.836919,61.0,0.0,64,135.0067251,36.64519452,-0.9129523538395634,-0.6676552616224766,-8.295599329554992,-6.492312337747099,POINT (135.0067251 36.64519452)
2273,2273,268.63,4412.186141,0.0,0.0,42,135.0245013,36.64519452,-0.7457300758282586,-0.4919279581049652,-8.295599329554992,-6.492312337747099,POINT (135.0245013 36.64519452)
2274,2274,820.65,4412.186141,2223.653061,2761791.689,563,135.0422775,36.64519452,0.5882973088055203,1.201186881395923,727.49593675118,689.7196355998187,POINT (135.0422775 36.64519452)
2275,2275,685.03,4412.186141,1289.066079,2728858.561,1068,135.0600537,36.64519452,1.8813564820110065,2.8423058716990868,718.7219524801804,681.4176201770484,POINT (135.0600537 36.64519452)
2276,2276,572.24,10386.03434,860.5714286,4794583.333,222,135.07783,36.64519452,-0.2848376972599664,-1.1933374588380585,1912.7012673344364,617.3467878611532,POINT (135.07783 36.64519452)
2277,2277,2066.62,14773.31652,1994.683453,3506840.959,1296,135.0956062,36.64519452,0.15093226629212136,3.583246722766654,1395.045285842839,486.2031680871279,POINT (135.0956062 36.64519452)
2278,2278,1320.51,16279.46676,4404.714286,4257032.164,2131,135.1133824,36.64519452,1.3990910407825292,0.975778906974402,957.222524801995,591.5111368837917,POINT (135.1133824 36.64519452)
2279,2279,1248.13,21430.82318,1834.539474,2929534.62,1206,135.1311586,36.64519452,-1.0011462754233302,-0.0009599398986468183,1444.896204142793,405.1638843307578,POINT (135.1311586 36.64519452)
2280,2280,1739.82,30285.27784,3625.126761,3222877.03,1924,135.1489349,36.64519452,1.439611900445928,0.7572005920525413,902.0858295806195,446.3417775840093,POINT (135.1489349 36.64519452)
2281,2281,2633.13,23633.56634,7093.336364,5445978.552,1703,135.1667111,36.64519452,-0.2219892148448849,0.5238392026915211,2707.7011294348995,758.4092933723234,POINT (135.1667111 36.64519452)
2282,2282,3567.31,24423.09122,3955.231884,5623957.447,3590,135.1844873,36.64519452,1.1052113314150132,2.516386450312541,1547.8607462302134,1107.5374890646967,POINT (135.1844873 36.64519452)
2283,2283,4061.67,16269.48925,1903.666927,5339958.678,3124,135.2022635,36.64519452,-1.0857600037411197,1.4600445811545646,1139.854762643925,749.5818425648811,POINT (135.2022635 36.64519452)
2284,2284,3398.27,27079.76389,51542930.51,5945697.4,3958,135.2200397,36.64519452,-0.350792012527547,2.2510805848239333,2629.1144339916355,1122.9452735429404,POINT (135.2200397 36.64519452)
2285,2285,2234.43,23347.87099,34363121562.0,4337474.747,3386,135.237816,36.64519452,1.3760461793270704,0.36155469756367337,1076.8536677124412,816.0172725942341,POINT (135.237816 36.64519452)
2286,2286,1102.89,11970.78955,3876735.27,7165909.091,1177,135.2555922,36.64519452,-1.0399183273361954,-0.7780181949335738,2057.7911075174147,643.0315544742496,POINT (135.2555922 36.64519452)
2287,2287,712.97,11999.14556,533.64,5204520.548,704,135.2733684,36.64519452,-0.9002845946091818,1.9281509710247202,1489.5859325624003,466.26840519246514,POINT (135.2733684 36.64519452)
2288,2288,956.19,14343.01131,1703.945946,6938109.89,697,135.2911446,36.64519452,-0.9061761422834705,1.9044078950654388,1088.000827996765,622.5019636818788,POINT (135.2911446 36.64519452)
2289,2289,811.3,14673.52062,2533.586957,4514098.94,965,135.3089209,36.64519452,1.5104231209145065,2.8134285175065017,1567.401987185317,404.046619408192,POINT (135.3089209 36.64519452)
2290,2290,521.62,17958.79379,3514.2,3913072.289,515,135.3266971,36.64519452,1.2793636232529797,1.2870879201241199,609.647941250175,349.88123539378967,POINT (135.3266971 36.64519452)
2291,2291,387.79,7018.940567,7077.133333,4785968.379,514,135.3444733,36.64519452,1.2746736929342828,1.2836960521299368,684.4895582890855,428.5478832718057,POINT (135.3444733 36.64519452)
2292,2292,215.1,654.9763996,28121.6,0.0,253,135.3622495,36.64519452,0.05060187975436248,0.3984185056481554,-6.463593112827981,-2.770452941743159,POINT (135.3622495 36.64519452)
2293,2293,99.93,515.6202816,0.0,0.0,95,135.3800258,36.64519452,-0.6904071105997655,-0.13749663743276977,-6.463593112827981,-2.770452941743159,POINT (135.3800258 36.64519452)
2294,2294,94.99,3188.035057,5739.0,3708571.429,109,135.397802,36.64519452,-0.20710304322607184,-0.09001048551420678,483.9633512985663,331.451324515885,POINT (135.397802 36.64519452)
2295,2295,51.0,3333.140956,375.0,0.0,56,135.4155782,36.64519452,-0.7308308185413069,-0.2697794892059095,-5.206371932314347,-2.770452941743159,POINT (135.4155782 36.64519452)
2296,2296,206.85,3333.140956,100.0,4970000.0,97,135.4333544,36.64519452,-0.3256829168823515,-0.13071290144440362,650.3488926761477,445.13307696608325,POINT (135.4333544 36.64519452)
2297,2297,213.29,3282.277271,114.375,3010388.693,324,135.4511307,36.64519452,1.9174530264489387,0.6392411332351534,1116.585819843217,268.5300947422222,POINT (135.4511307 36.64519452)
2298,2298,153.8,1834.974249,0.0,1841111.111,108,135.4689069,36.64519452,0.006862748726161437,-0.09340235350838985,678.4575333681803,163.15312161950834,POINT (135.4689069 36.64519452)
2299,2299,109.89,1834.974249,0.0,2165833.333,168,135.4866831,36.64519452,0.2845646739243226,0.11010972614259439,800.1309434252512,192.41755410910852,POINT (135.4866831 36.64519452)
2300,2300,31.67,1834.974249,151.0,2193076.923,38,135.5044593,36.64519452,-0.3171228306716933,-0.3308331131012048,810.3391160507043,194.87278552326578,POINT (135.5044593 36.64519452)
2301,2301,0.0,1834.974249,0.0,0.0,1,135.5222356,36.64519452,-0.48837235121055933,-0.4563322288859784,-11.406762920518691,-2.770452941743159,POINT (135.5222356 36.64519452)
