,k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度,normalized_density_town,normalized_density_district,housing_town,housing_district,geometry
731,731,5.94,781.4756887,0.0,0.0,5,135.6288929,36.23691447,-0.4905710566040147,-0.4427647569092461,-8.037437780272157,-2.770452941743159,POINT (135.6288929 36.23691447)
732,732,51.05,788.6149032,0.0,0.0,16,135.6466691,36.23691447,-0.06559415560223783,-0.4054542089732323,-9.563993669342828,-2.770452941743159,POINT (135.6466691 36.23691447)
733,733,39.94,788.6149032,0.0,0.0,73,135.6644453,36.23691447,1.8301693274370874,-0.2121177333047973,-9.563993669342828,-2.770452941743159,POINT (135.6644453 36.23691447)
734,734,10.35,788.6149032,0.0,0.0,10,135.6822216,36.23691447,-0.2651482064484826,-0.42580541693833074,-9.563993669342828,-2.770452941743159,POINT (135.6822216 36.23691447)
735,735,7.75,0.0,24.0,0.0,6,135.6999978,36.23691447,-0.5303288323868791,-0.43937288891506304,-3.833279913631427,-2.770452941743159,POINT (135.6999978 36.23691447)
737,737,1.0,0.0,0.0,0.0,1,135.7355502,36.23691447,-0.6441084727898823,-0.4563322288859784,-3.833279913631427,-2.770452941743159,POINT (135.7355502 36.23691447)
740,740,5.94,658.1882575,0.0,0.0,1,134.686753,36.25203595,-0.4164892976859228,-0.4439297357614927,-3.891878999164313,-2.9925467763309075,POINT (134.686753 36.25203595)
741,741,22.35,634.1370227,0.0,0.0,26,134.7045293,36.25203595,-0.037567960058779305,-0.4205086415725309,-5.4351071408011205,-2.9925467763309075,POINT (134.7045293 36.25203595)
742,742,6.85,638.2386389,0.0,0.0,17,134.7223055,36.25203595,-0.27005627889168354,-0.5324739229466875,-3.891878999164313,-3.868191213915792,POINT (134.7223055 36.25203595)
743,743,11.01,551.1497093,0.0,0.0,4,134.7400817,36.25203595,-0.6386283628617377,-0.5897792909727868,-6.265888592980539,-4.009901616632626,POINT (134.7400817 36.25203595)
744,744,67.93,551.1497093,0.0,0.0,37,134.7578579,36.25203595,0.18033806101536115,-0.44431181829115,-6.265888592980539,-4.009901616632626,POINT (134.7578579 36.25203595)
745,745,100.03,551.1497093,0.0,0.0,126,134.7756341,36.25203595,2.3890656890475372,-0.05199045257400834,-6.265888592980539,-4.009901616632626,POINT (134.7756341 36.25203595)
746,746,48.26,551.1497093,0.0,0.0,52,134.7934104,36.25203595,0.5525955264140425,-0.37819023979949695,-6.265888592980539,-4.009901616632626,POINT (134.7934104 36.25203595)
747,747,30.69,545.9382756,0.0,0.0,41,134.8111866,36.25203595,0.44673607113385344,-0.42667939736004257,-6.265888592980539,-4.009901616632626,POINT (134.8111866 36.25203595)
748,748,70.26,529.782831,0.0,0.0,35,134.8289628,36.25203595,0.26959550727556025,-0.45312802875670377,-6.8549215333455225,-4.009901616632626,POINT (134.8289628 36.25203595)
749,749,61.05,529.782831,0.0,0.0,100,134.846739,36.25203595,2.1886182824070697,-0.16660118862620704,-6.8549215333455225,-4.009901616632626,POINT (134.846739 36.25203595)
750,750,15.19,529.782831,0.0,0.0,22,134.8645153,36.25203595,-0.11420904775074166,-0.5104333967828031,-6.8549215333455225,-4.009901616632626,POINT (134.8645153 36.25203595)
751,751,18.57,529.782831,0.0,0.0,31,134.8822915,36.25203595,0.15150179803669814,-0.4707604496878113,-6.8549215333455225,-4.009901616632626,POINT (134.8822915 36.25203595)
752,752,19.07,529.782831,0.0,0.0,28,134.9000677,36.25203595,0.06293151610755153,-0.4839847653861419,-6.8549215333455225,-4.009901616632626,POINT (134.9000677 36.25203595)
753,753,23.64,529.782831,0.0,0.0,19,134.9178439,36.25203595,-0.20277932967988824,-0.5236577124811338,-6.8549215333455225,-4.009901616632626,POINT (134.9178439 36.25203595)
754,754,35.46,529.782831,0.0,0.0,47,134.9356202,36.25203595,0.6238766349921466,-0.4002307659633813,-6.8549215333455225,-4.009901616632626,POINT (134.9356202 36.25203595)
755,755,79.59,529.782831,0.0,0.0,27,134.9533964,36.25203595,0.033408088797836,-0.4883928706189188,-6.8549215333455225,-4.009901616632626,POINT (134.9533964 36.25203595)
756,756,32.4,794.7078876,217.0,0.0,71,134.9711726,36.25203595,1.3324388904253195,-0.2944362403767364,-6.8549215333455225,-4.009901616632626,POINT (134.9711726 36.25203595)
757,757,40.08,810.5243089,0.0,0.0,49,134.9889488,36.25203595,0.09604803603002625,-0.39141455549782755,-5.160380647867167,-4.009901616632626,POINT (134.9889488 36.25203595)
758,758,57.75,810.5243089,42.0,0.0,58,135.0067251,36.25203595,0.22211108331943574,-0.3517416084028357,-5.160380647867167,-4.009901616632626,POINT (135.0067251 36.25203595)
759,759,151.91,810.5243089,0.0,0.0,62,135.0245013,36.25203595,0.2781391043369511,-0.3341091874717282,-5.160380647867167,-4.009901616632626,POINT (135.0245013 36.25203595)
760,760,192.87,810.5243089,119.3333333,1548571.429,299,135.0422775,36.25203595,3.5977993496247347,0.7106117526963907,322.3806710969618,211.36242928695773,POINT (135.0422775 36.25203595)
761,761,16.38,810.5243089,0.0,0.0,23,135.0600537,36.25203595,-0.2681341005838234,-0.5060252915500263,-5.160380647867167,-4.009901616632626,POINT (135.0600537 36.25203595)
762,762,10.32,810.5243089,0.0,0.0,32,135.07783,36.25203595,-0.14207105329441394,-0.4663523444550344,-5.160380647867167,-4.009901616632626,POINT (135.07783 36.25203595)
763,763,1.0,776.898042,0.0,0.0,14,135.0956062,36.25203595,-0.4110171829604943,-0.38818852472139626,-13.328889099827892,-6.145213399138801,POINT (135.0956062 36.25203595)
764,764,11.25,653.6017301,0.0,0.0,21,135.1133824,36.25203595,-0.3104491488318627,-0.351613812552074,-13.328889099827892,-6.145213399138801,POINT (135.1133824 36.25203595)
765,765,15.05,653.6017301,0.0,0.0,31,135.1311586,36.25203595,-0.1667805286481033,-0.2993642237387566,-13.328889099827892,-6.145213399138801,POINT (135.1311586 36.25203595)
766,766,10.03,653.6017301,0.0,0.0,23,135.1489349,36.25203595,-0.6391919768320875,-0.34116389478941056,-9.6928296518338,-6.145213399138801,POINT (135.1489349 36.25203595)
767,767,45.05,3581.806663,0.0,0.0,38,135.1667111,36.25203595,-0.5573304991245512,-0.2627895115694344,-9.6928296518338,-6.145213399138801,POINT (135.1667111 36.25203595)
768,768,314.87,3581.806663,0.0,0.0,114,135.1844873,36.25203595,-0.4341607419647221,0.13430736341177812,-9.6928296518338,-6.145213399138801,POINT (135.1844873 36.25203595)
769,769,430.18,3581.806663,520.1176471,2483068.182,724,135.2022635,36.25203595,0.9402244587945402,3.321532281024142,1209.0411394797259,871.4608778831868,POINT (135.2022635 36.25203595)
770,770,39.23,0.0,25.0,2870000.0,71,135.2200397,36.25203595,-0.6098325261962004,-0.09036586848548686,1398.95414861611,1008.2165750683654,POINT (135.2200397 36.25203595)
771,771,68.07,0.0,0.0,3208484.848,97,135.237816,36.25203595,-0.30000956461146405,0.04548306242913848,1308.0576512216348,1127.849361056669,POINT (135.237816 36.25203595)
772,772,61.58,1092.957542,0.0,0.0,40,135.2555922,36.25203595,-0.9792368265472321,-0.2523395938067709,-8.417896835981832,-6.145213399138801,POINT (135.2555922 36.25203595)
773,773,80.66,1092.957542,0.0,2824615.385,125,135.2733684,36.25203595,0.6783464191349244,0.1917819111064273,1173.5425708532675,992.1760108731357,POINT (135.2733684 36.25203595)
774,774,5.7,976.5945488,0.0,0.0,17,135.2911446,36.25203595,-0.5691768117816579,-0.372513648077401,-8.784359868692565,-6.145213399138801,POINT (135.2911446 36.25203595)
775,775,17.5,895.1404532,128.0,0.0,28,135.3089209,36.25203595,-0.47610723568027125,-0.31503910038275185,-9.398890890182955,-6.145213399138801,POINT (135.3089209 36.25203595)
776,776,11.28,895.1404532,0.0,0.0,18,135.3266971,36.25203595,-0.5830175430935058,-0.3672886891960693,-9.398890890182955,-6.145213399138801,POINT (135.3266971 36.25203595)
777,777,19.23,895.1404532,0.0,620000.0,24,135.3444733,36.25203595,-0.5188713586455651,-0.33593893590807883,344.9123487633198,212.98520780290045,POINT (135.3444733 36.25203595)
778,778,34.63,970.3638184,0.0,0.0,38,135.3622495,36.25203595,-0.2843465592600411,-0.2627895115694344,-9.66526163875198,-6.145213399138801,POINT (135.3622495 36.25203595)
779,779,17.09,1180.989241,0.0,0.0,33,135.3800258,36.25203595,-0.3324477171822327,-0.28891430597609313,-9.66526163875198,-6.145213399138801,POINT (135.3800258 36.25203595)
780,780,56.01,1180.989241,0.0,0.0,54,135.397802,36.25203595,-0.13042285390902808,-0.1791901694681265,-9.66526163875198,-6.145213399138801,POINT (135.397802 36.25203595)
781,781,34.2,1180.989241,0.0,0.0,61,135.4155782,36.25203595,-0.06308123281795988,-0.1426154572988043,-9.66526163875198,-6.145213399138801,POINT (135.4155782 36.25203595)
782,782,3.58,1180.989241,0.0,0.0,13,135.4333544,36.25203595,-0.524852348870999,-0.393413483602728,-9.66526163875198,-6.145213399138801,POINT (135.4333544 36.25203595)
783,783,2.36,1180.989241,0.0,0.0,17,135.4511307,36.25203595,-0.4863714225332457,-0.372513648077401,-9.66526163875198,-6.145213399138801,POINT (135.4511307 36.25203595)
784,784,179.95,982.3063379,0.0,0.0,13,135.4689069,36.25203595,-0.524852348870999,-0.393413483602728,-9.66526163875198,-6.145213399138801,POINT (135.4689069 36.25203595)
785,785,330.99,812.0067069,76.0,0.0,332,135.4866831,36.25203595,2.7683345949184632,1.2733483995420984,-11.116753423001688,-6.145213399138801,POINT (135.4866831 36.25203595)
786,786,196.91,812.0067069,101.0,0.0,329,135.5044593,36.25203595,2.737717069444711,1.257673522898103,-11.116753423001688,-6.145213399138801,POINT (135.5044593 36.25203595)
787,787,7.15,812.0067069,0.0,0.0,13,135.5222356,36.25203595,-0.48732894712389535,-0.393413483602728,-11.116753423001688,-6.145213399138801,POINT (135.5222356 36.25203595)
788,788,3.53,886.0004784,0.0,0.0,3,135.5400118,36.25203595,-0.621320902847275,-0.44954849289761223,-11.116753423001688,-6.145213399138801,POINT (135.5400118 36.25203595)
789,789,4.68,1033.988021,0.0,0.0,7,135.557788,36.25203595,-0.5205235954145105,-0.43598102092088,-11.813290952875738,-2.770452941743159,POINT (135.557788 36.25203595)
790,790,12.7,772.0509011,0.0,0.0,13,135.5755642,36.25203595,-0.3527246440045395,-0.41562981295578155,-8.037437780272157,-2.770452941743159,POINT (135.5755642 36.25203595)
791,791,2.35,772.0509011,0.0,0.0,1,135.5933404,36.25203595,-0.5594942629037523,-0.4563322288859784,-8.037437780272157,-2.770452941743159,POINT (135.5933404 36.25203595)
792,792,1.15,770.3388558,0.0,0.0,3,135.6111167,36.25203595,-0.5250326597538835,-0.44954849289761223,-8.037437780272157,-2.770452941743159,POINT (135.6111167 36.25203595)
793,793,0.0,777.6492747,0.0,0.0,5,135.6288929,36.25203595,-0.4905710566040147,-0.4427647569092461,-8.037437780272157,-2.770452941743159,POINT (135.6288929 36.25203595)
794,794,2.39,788.6149032,0.0,0.0,1,135.6466691,36.25203595,-0.5644792827178498,-0.4563322288859784,-9.563993669342828,-2.770452941743159,POINT (135.6466691 36.25203595)
795,795,8.81,788.6149032,0.0,0.0,14,135.6644453,36.25203595,-0.1321121725509861,-0.4122379449615985,-9.563993669342828,-2.770452941743159,POINT (135.6644453 36.25203595)
796,796,13.14,788.6149032,0.0,0.0,12,135.6822216,36.25203595,-0.19863018949973432,-0.4190216809499646,-9.563993669342828,-2.770452941743159,POINT (135.6822216 36.25203595)
797,797,6.35,788.6149032,0.0,0.0,10,135.6999978,36.25203595,-0.2651482064484826,-0.42580541693833074,-9.563993669342828,-2.770452941743159,POINT (135.6999978 36.25203595)
800,800,1.18,0.0,0.0,0.0,1,135.7533265,36.25203595,-0.6441084727898823,-0.4563322288859784,-3.833279913631427,-2.770452941743159,POINT (135.7533265 36.25203595)
802,802,3.54,574.8106436,0.0,0.0,6,134.686753,36.26715744,-0.3753883760912132,-0.4164282808181549,-5.4351071408011205,-3.868191213915792,POINT (134.686753 36.26715744)
803,803,4.6,560.9143746,0.0,0.0,9,134.7045293,36.26715744,-0.3247153136863481,-0.5090218834445323,-3.891878999164313,-2.9925467763309075,POINT (134.7045293 36.26715744)
804,804,18.54,533.6681357,0.0,0.0,33,134.7223055,36.26715744,0.0810694035757128,-0.38406201256641265,-6.265888592980539,-3.868191213915792,POINT (134.7223055 36.26715744)
805,805,4.78,551.1497093,0.0,0.0,5,134.7400817,36.26715744,-0.6138111985018256,-0.58537118574001,-6.265888592980539,-4.009901616632626,POINT (134.7400817 36.26715744)
806,806,15.74,551.1497093,0.0,0.0,15,134.7578579,36.26715744,-0.3656395549027048,-0.5412901334122412,-6.265888592980539,-4.009901616632626,POINT (134.7578579 36.26715744)
807,807,5.14,545.1404184,0.0,0.0,6,134.7756341,36.26715744,-0.5889940341419136,-0.5809630805072331,-5.4351071408011205,-4.009901616632626,POINT (134.7756341 36.26715744)
808,808,29.99,551.1497093,0.0,0.0,35,134.7934104,36.26715744,0.13070373229553697,-0.45312802875670377,-6.265888592980539,-4.009901616632626,POINT (134.7934104 36.26715744)
809,809,4.83,551.1497093,0.0,0.0,7,134.8111866,36.26715744,-0.5641768697820015,-0.5765549752744562,-6.265888592980539,-4.009901616632626,POINT (134.8111866 36.26715744)
810,810,20.27,529.782831,0.0,0.0,9,134.8289628,36.26715744,-0.49801360277704354,-0.5677387648089025,-6.8549215333455225,-4.009901616632626,POINT (134.8289628 36.26715744)
811,811,23.45,529.782831,0.0,0.0,35,134.846739,36.26715744,0.26959550727556025,-0.45312802875670377,-6.8549215333455225,-4.009901616632626,POINT (134.846739 36.26715744)
812,812,6.05,529.782831,0.0,0.0,10,134.8645153,36.26715744,-0.468490175467328,-0.5633306595761256,-6.8549215333455225,-4.009901616632626,POINT (134.8645153 36.26715744)
813,813,1.18,728.2772846,0.0,0.0,1,134.8822915,36.26715744,-0.6304257197280401,-0.6030036066711174,-5.5178760793299695,-4.009901616632626,POINT (134.8822915 36.26715744)
814,814,3.2,678.6536712,0.0,0.0,4,134.9000677,36.26715744,-0.6456307393256212,-0.5897792909727868,-6.8549215333455225,-4.009901616632626,POINT (134.9000677 36.26715744)
815,815,3.68,629.0300578,235.0,0.0,8,134.9178439,36.26715744,-0.4896375776985658,-0.5721468700416793,-6.8549215333455225,-4.009901616632626,POINT (134.9178439 36.26715744)
816,816,6.45,586.495532,0.0,0.0,7,134.9356202,36.26715744,-0.5570604573964746,-0.5765549752744562,-5.5178760793299695,-4.009901616632626,POINT (134.9356202 36.26715744)
817,817,5.1,614.0052743,0.0,0.0,10,134.9533964,36.26715744,-0.468490175467328,-0.5633306595761256,-6.8549215333455225,-4.009901616632626,POINT (134.9533964 36.26715744)
818,818,4.71,810.5243089,0.0,0.0,14,134.9711726,36.26715744,-0.39419714787323296,-0.5456982386450181,-5.160380647867167,-4.009901616632626,POINT (134.9711726 36.26715744)
819,819,10.62,810.5243089,0.0,0.0,19,134.9889488,36.26715744,-0.3241621216013388,-0.5236577124811338,-5.160380647867167,-4.009901616632626,POINT (134.9889488 36.26715744)
820,820,2.1,810.5243089,0.0,0.0,6,135.0067251,36.26715744,-0.5062531899082636,-0.5809630805072331,-5.160380647867167,-4.009901616632626,POINT (135.0067251 36.26715744)
821,821,236.89,810.5243089,0.0,0.0,16,135.0245013,36.26715744,-0.3661831373644753,-0.5368820281794644,-5.160380647867167,-4.009901616632626,POINT (135.0245013 36.26715744)
822,822,254.17,810.5243089,0.0,0.0,391,135.0422775,36.26715744,4.886443833027587,1.116157434111863,-5.160380647867167,-4.009901616632626,POINT (135.0422775 36.26715744)
823,823,62.88,810.5243089,0.0,0.0,141,135.0600537,36.26715744,1.3846925194328792,0.014131125917644753,-5.160380647867167,-4.009901616632626,POINT (135.0600537 36.26715744)
824,824,9.18,810.5243089,0.0,0.0,28,135.07783,36.26715744,-0.19809907431192927,-0.4839847653861419,-5.160380647867167,-4.009901616632626,POINT (135.07783 36.26715744)
825,825,27.35,724.2168906,0.0,0.0,20,135.0956062,36.26715744,-0.32481601085023865,-0.3568387714334058,-5.160380647867167,-4.009901616632626,POINT (135.0956062 36.26715744)
826,826,75.34,653.6017301,0.0,0.0,61,135.1133824,36.26715744,0.2642253319031749,-0.1426154572988043,-13.328889099827892,-6.145213399138801,POINT (135.1133824 36.26715744)
827,827,59.17,653.6017301,0.0,0.0,93,135.1311586,36.26715744,0.723964916491205,0.024583226903811508,-13.328889099827892,-6.145213399138801,POINT (135.1311586 36.26715744)
828,828,14.73,653.6017301,0.0,0.0,21,135.1489349,36.26715744,-0.3104491488318627,-0.351613812552074,-9.6928296518338,-6.145213399138801,POINT (135.1489349 36.26715744)
829,829,37.52,0.0,0.0,0.0,36,135.1667111,36.26715744,-0.6099018004224639,-0.2732394293320979,-9.6928296518338,-6.145213399138801,POINT (135.1667111 36.26715744)
830,830,115.16,0.0,65854.0,0.0,99,135.1844873,36.26715744,-0.46795709936044166,0.05593298019180197,-9.6928296518338,-6.145213399138801,POINT (135.1844873 36.26715744)
831,831,217.51,0.0,70.0,0.0,244,135.2022635,36.26715744,-0.14125897786848587,0.813552017984905,-9.6928296518338,-6.145213399138801,POINT (135.2022635 36.26715744)
832,832,104.35,0.0,0.0,0.0,61,135.2200397,36.26715744,-0.7289952037287912,-0.1426154572988043,-8.417896835981832,-6.145213399138801,POINT (135.2200397 36.26715744)
833,833,193.25,0.0,0.0,1984661.017,182,135.237816,36.26715744,0.7128731944155585,0.4896045673423367,805.9096826420129,695.305761759696,POINT (135.237816 36.26715744)
834,834,136.29,1092.957542,0.0,0.0,180,135.2555922,36.26715744,0.6890406589090403,0.47915464957967324,-8.784359868692565,-6.145213399138801,POINT (135.2555922 36.26715744)
835,835,57.34,1092.957542,0.0,0.0,107,135.2733684,36.26715744,0.4704258806488274,0.09773265124245592,-8.784359868692565,-6.145213399138801,POINT (135.2733684 36.26715744)
836,836,9.29,923.4000374,0.0,0.0,14,135.2911446,36.26715744,-0.6038302348626742,-0.38818852472139626,-8.784359868692565,-6.145213399138801,POINT (135.2911446 36.26715744)
837,837,20.29,895.1404532,0.0,0.0,25,135.3089209,36.26715744,-0.5081803279042416,-0.3307139770267471,-9.398890890182955,-6.145213399138801,POINT (135.3089209 36.26715744)
838,838,14.49,1024.151598,0.0,0.0,23,135.3266971,36.26715744,-0.5295623893868886,-0.34116389478941056,-8.784359868692565,-6.145213399138801,POINT (135.3266971 36.26715744)
839,839,1.25,1043.50327,56.0,0.0,8,135.3444733,36.26715744,-0.6899278505067404,-0.4195382780093867,-8.784359868692565,-6.145213399138801,POINT (135.3444733 36.26715744)
840,840,7.25,1101.760712,0.0,0.0,10,135.3622495,36.26715744,-0.553713043624314,-0.40908836024672324,-8.784359868692565,-6.145213399138801,POINT (135.3622495 36.26715744)
841,841,21.89,1163.382901,0.0,0.0,10,135.3800258,36.26715744,-0.6500347989706957,-0.40908836024672324,-8.784359868692565,-6.145213399138801,POINT (135.3800258 36.26715744)
842,842,198.7,1180.989241,0.0,0.0,67,135.397802,36.26715744,-0.005359843311329985,-0.11126570401081383,-9.66526163875198,-6.145213399138801,POINT (135.397802 36.26715744)
843,843,161.77,1180.989241,748.6666667,1555000.0,303,135.4155782,36.26715744,2.2650148106161123,1.1218245919834777,966.5444587000023,543.4480204221047,POINT (135.4155782 36.26715744)
844,844,3.69,1180.989241,182.0,0.0,7,135.4333544,36.26715744,-0.5825737383776289,-0.4247632368907185,-9.66526163875198,-6.145213399138801,POINT (135.4333544 36.26715744)
845,845,10.75,955.4999145,0.0,0.0,18,135.4511307,36.26715744,-0.4362997380009744,-0.3672886891960693,-11.116753423001688,-6.145213399138801,POINT (135.4511307 36.26715744)
846,846,6.59,812.0067069,0.0,0.0,12,135.4689069,36.26715744,-0.4975347889484796,-0.3986384424840597,-11.116753423001688,-6.145213399138801,POINT (135.4689069 36.26715744)
847,847,21.73,812.0067069,0.0,0.0,17,135.4866831,36.26715744,-0.4465055798255586,-0.372513648077401,-11.116753423001688,-6.145213399138801,POINT (135.4866831 36.26715744)
848,848,37.43,812.0067069,0.0,0.0,54,135.5044593,36.26715744,-0.06888943231594333,-0.1791901694681265,-11.116753423001688,-6.145213399138801,POINT (135.5044593 36.26715744)
849,849,37.41,812.0067069,0.0,0.0,16,135.5222356,36.26715744,-0.4567114216501428,-0.3777386069587328,-11.116753423001688,-6.145213399138801,POINT (135.5222356 36.26715744)
850,850,20.89,1018.852932,204.0,0.0,44,135.5400118,36.26715744,-0.1709478505617853,-0.23143975828144395,-11.116753423001688,-6.145213399138801,POINT (135.5400118 36.26715744)
851,851,11.35,1033.988021,0.0,0.0,15,135.557788,36.26715744,-0.3189289805489815,-0.4088460769674154,-11.813290952875738,-2.770452941743159,POINT (135.557788 36.26715744)
852,852,12.23,1033.988021,0.0,0.0,1,135.5755642,36.26715744,-0.6717195565636573,-0.4563322288859784,-11.813290952875738,-2.770452941743159,POINT (135.5755642 36.26715744)
853,853,6.4,769.6179945,0.0,2575000.0,19,135.5933404,36.26715744,-0.01973150514060901,-0.3952786049906831,1167.9993399746922,229.29224112518904,POINT (135.5933404 36.26715744)
854,854,2.3,769.4828331,0.0,0.0,4,135.6111167,36.26715744,-0.6116766593588793,-0.44615662490342917,-32.13679520174944,-2.770452941743159,POINT (135.6111167 36.26715744)
855,855,1.18,772.6715114,0.0,0.0,6,135.6288929,36.26715744,-0.5327506387964432,-0.43937288891506304,-32.13679520174944,-2.770452941743159,POINT (135.6288929 36.26715744)
856,856,6.25,788.6149032,73.0,0.0,4,135.6466691,36.26715744,-0.46470225729472736,-0.44615662490342917,-9.563993669342828,-2.770452941743159,POINT (135.6466691 36.26715744)
857,857,21.1,788.6149032,0.0,0.0,10,135.6644453,36.26715744,-0.2651482064484826,-0.42580541693833074,-9.563993669342828,-2.770452941743159,POINT (135.6644453 36.26715744)
858,858,33.0,788.6149032,0.0,0.0,25,135.6822216,36.26715744,0.23373692066712928,-0.3749273970255847,-9.563993669342828,-2.770452941743159,POINT (135.6822216 36.26715744)
859,859,28.97,788.6149032,4073.0,801351.3514,53,135.6999978,36.26715744,0.5391997874013505,-0.27995509318845874,122.15035945720678,69.44848045633874,POINT (135.6999978 36.26715744)
860,860,2.18,0.0,0.0,0.0,2,135.717774,36.26715744,-0.6213525447092817,-0.4529403608917953,-3.833279913631427,-2.770452941743159,POINT (135.717774 36.26715744)
864,864,8.03,533.1218366,0.0,0.0,10,134.686753,36.28227892,-0.3078242928847264,-0.5038152221579439,-5.4351071408011205,-3.868191213915792,POINT (134.686753 36.28227892)
865,865,26.93,533.1218366,0.0,3000000.0,35,134.7045293,36.28227892,0.11445122715581595,-0.373648689993236,722.9659857604121,493.1807789257168,POINT (134.7045293 36.28227892)
866,866,18.96,533.1218366,81.5,0.0,27,134.7223055,36.28227892,-0.020676939257157613,-0.41530198028594256,-5.4351071408011205,-3.868191213915792,POINT (134.7223055 36.28227892)
867,867,10.8,537.6288048,0.0,0.0,16,134.7400817,36.28227892,-0.20647816807499625,-0.5368820281794644,-5.4351071408011205,-3.868191213915792,POINT (134.7400817 36.28227892)
868,868,5.45,533.1218366,0.0,0.0,4,134.7578579,36.28227892,-0.4091704176944566,-0.5350551898774738,-5.4351071408011205,-3.868191213915792,POINT (134.7578579 36.28227892)
869,869,15.9,533.1218366,0.0,0.0,29,134.7756341,36.28227892,0.013105102346085777,-0.40488865771276594,-5.4351071408011205,-3.868191213915792,POINT (134.7756341 36.28227892)
870,870,4.68,537.6288048,0.0,0.0,12,134.7934104,36.28227892,-0.274042251281483,-0.5545144491105719,-5.4351071408011205,-3.868191213915792,POINT (134.7934104 36.28227892)
871,871,9.63,728.2772846,0.0,0.0,11,134.8111866,36.28227892,-0.4292998025430768,-0.5589225543433487,-5.5178760793299695,-4.009901616632626,POINT (134.8111866 36.28227892)
872,872,20.49,569.4817217,0.0,0.0,15,134.8289628,36.28227892,-0.32087303891875035,-0.5412901334122412,-5.5178760793299695,-4.009901616632626,POINT (134.8289628 36.28227892)
873,873,11.58,544.4861238,0.0,0.0,27,134.846739,36.28227892,-0.10749833504713555,-0.4883928706189188,-6.8549215333455225,-4.009901616632626,POINT (134.846739 36.28227892)
874,874,1.25,629.0300578,0.0,0.0,6,134.8645153,36.28227892,-0.5298627611355584,-0.5809630805072331,-6.8549215333455225,-4.009901616632626,POINT (134.8645153 36.28227892)
875,875,23.85,728.2772846,0.0,0.0,12,134.8822915,36.28227892,-0.4091872108245805,-0.5545144491105719,-5.5178760793299695,-4.009901616632626,POINT (134.8822915 36.28227892)
876,876,38.83,728.2772846,0.0,0.0,50,134.9000677,36.28227892,0.35509127447828,-0.3870064502650507,-5.5178760793299695,-4.009901616632626,POINT (134.9000677 36.28227892)
877,877,21.09,842.7135382,0.0,0.0,18,134.9178439,36.28227892,-0.2885116605136025,-0.5280658177139106,-5.5178760793299695,-4.009901616632626,POINT (134.9178439 36.28227892)
878,878,6.04,2788.129849,0.0,0.0,8,134.9356202,36.28227892,-0.8245986275640426,-0.5721468700416793,-7.473367553039201,-4.009901616632626,POINT (134.9356202 36.28227892)
879,879,6.23,1576.08404,0.0,0.0,8,134.9533964,36.28227892,-0.5275370300867591,-0.5721468700416793,-6.8549215333455225,-4.009901616632626,POINT (134.9533964 36.28227892)
880,880,1.2,2456.64065,0.0,0.0,4,134.9711726,36.28227892,-0.6628073179049152,-0.5897792909727868,-16.28285503193254,-4.009901616632626,POINT (134.9711726 36.28227892)
881,881,0.0,1986.321695,0.0,0.0,14,134.9889488,36.28227892,-0.39419714787323296,-0.5456982386450181,-16.28285503193254,-4.009901616632626,POINT (134.9889488 36.28227892)
882,882,4.71,2456.64065,0.0,0.0,18,135.0067251,36.28227892,-0.5877991296204194,-0.5280658177139106,-16.28285503193254,-4.009901616632626,POINT (135.0067251 36.28227892)
883,883,15.39,1688.453024,0.0,0.0,15,135.0245013,36.28227892,-0.6038723128242399,-0.5412901334122412,-16.28285503193254,-4.009901616632626,POINT (135.0245013 36.28227892)
884,884,12.01,810.5243089,0.0,0.0,33,135.0422775,36.28227892,-0.1280640480400351,-0.4619442392222575,-5.160380647867167,-4.009901616632626,POINT (135.0422775 36.28227892)
885,885,6.97,810.5243089,0.0,0.0,23,135.0600537,36.28227892,-0.2681341005838234,-0.5060252915500263,-5.160380647867167,-4.009901616632626,POINT (135.0600537 36.28227892)
886,886,9.24,810.5243089,0.0,0.0,23,135.07783,36.28227892,-0.2681341005838234,-0.5060252915500263,-5.160380647867167,-4.009901616632626,POINT (135.07783 36.28227892)
887,887,4.9,688.4734143,0.0,0.0,9,135.0956062,36.28227892,-0.48285149305237396,-0.5677387648089025,-13.328889099827892,-4.009901616632626,POINT (135.0956062 36.28227892)
888,888,172.44,653.6017301,0.0,0.0,29,135.1133824,36.28227892,-0.1955142526848552,-0.3098141415014201,-13.328889099827892,-6.145213399138801,POINT (135.1133824 36.28227892)
889,889,190.56,653.6017301,40.5,1405000.0,355,135.1311586,36.28227892,4.488082765305701,1.3935224538127284,1036.7525422135338,490.4325959377404,POINT (135.1311586 36.28227892)
890,890,37.06,653.6017301,0.0,0.0,27,135.1489349,36.28227892,-0.22424797672160707,-0.3202640592640836,-13.328889099827892,-6.145213399138801,POINT (135.1489349 36.28227892)
891,891,185.64,3581.806663,3866.0,0.0,81,135.1667111,36.28227892,-0.45347054873218157,-0.03811627967216942,-9.6928296518338,-6.145213399138801,POINT (135.1667111 36.28227892)
892,892,268.25,3581.806663,37654.0,2051341.463,398,135.1844873,36.28227892,0.20571695806090168,1.6181956857099935,997.1419972647838,718.8730427563409,POINT (135.1844873 36.28227892)
893,893,52.24,0.0,0.0,0.0,46,135.2022635,36.28227892,-0.9077392200276776,-0.22098984051878046,-8.417896835981832,-6.145213399138801,POINT (135.2022635 36.28227892)
