,town,Unnamed: 0,total_count,food,food_avg_spending,shopping,car,health,pet,education,life_service,entertainment,beauty,film_performance,sports,tourism,population_density,GaussianMixture_result,Kmeans_result
191,小昆山镇,191,0.0077279752704791,0.0,0.0,0.0041322314049586,0.0242587601078167,0.0351758793969849,0.0020242914979757,0.005813953488372,0.013550135501355,0.0,0.0,0.0,0.0045351473922902,0.0128755364806866,0.02815930113215,6,4
192,外高桥保税区,192,0.0071483771251931,0.0,0.0,0.0144628099173553,0.0377358490566037,0.0025125628140703,0.0040485829959514,0.001937984496124,0.002710027100271,0.0017064846416382,0.0034071550255536,0.0049504950495049,0.0022675736961451,0.0042918454935622,0.0009768568979461,6,4
193,华亭镇,193,0.0067619783616692,0.0,0.0,0.0082644628099173,0.0026954177897574,0.0150753768844221,0.0040485829959514,0.001937984496124,0.021680216802168,0.0034129692832764,0.0,0.0,0.0045351473922902,0.03862660944206,0.0194211299926323,6,4
194,新浜镇,194,0.0057959814528593,0.0024630541871921,0.1188986232790988,0.0020661157024793,0.0107816711590296,0.0276381909547738,0.0020242914979757,0.001937984496124,0.002710027100271,0.0017064846416382,0.0,0.0,0.0022675736961451,0.0300429184549356,0.0125598668665898,6,4
195,合庆镇,195,0.0050231839258114,0.0024630541871921,0.1677096370463079,0.0,0.0080862533692722,0.0050251256281407,0.0161943319838056,0.0,0.002710027100271,0.0051194539249146,0.0,0.0,0.0068027210884353,0.0,0.0418162830936298,4,4
196,石湖荡镇,196,0.0050231839258114,0.0,0.0,0.0020661157024793,0.0080862533692722,0.0326633165829145,0.0040485829959514,0.0,0.0,0.0017064846416382,0.0,0.0,0.0045351473922902,0.0171673819742489,0.0165963359540821,6,4
197,大团镇,197,0.0030911901081916,0.0,0.0,0.0041322314049586,0.0053908355795148,0.0100502512562814,0.0121457489878542,0.0,0.0,0.0,0.0017035775127768,0.0,0.0,0.0,0.0235630204756939,6,4
198,高东镇,198,0.0030911901081916,0.0,0.0,0.0020661157024793,0.0053908355795148,0.0050251256281407,0.0,0.001937984496124,0.005420054200542,0.0068259385665529,0.0017035775127768,0.0049504950495049,0.0022675736961451,0.0042918454935622,0.0510651182457499,6,4
199,泥城镇,199,0.0028979907264296,0.0,0.0,0.0041322314049586,0.0107816711590296,0.0025125628140703,0.0060728744939271,0.001937984496124,0.0,0.0,0.0,0.0198019801980198,0.0,0.0,0.0175938703557739,6,4
200,书院镇,200,0.0027047913446676,0.0049261083743842,0.1376720901126408,0.0020661157024793,0.0,0.0125628140703517,0.0060728744939271,0.0,0.0,0.0,0.0,0.0049504950495049,0.0,0.0042918454935622,0.0179713388686724,6,4
201,上海海港综合经济开发区,201,0.0009659969088098,0.0,0.0,0.0,0.013477088948787,0.0025125628140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126352967313307,6,4
202,城桥镇,202,0.0001931993817619,0.0,0.0,0.0,0.0026954177897574,0.0,0.0,0.0,0.002710027100271,0.0,0.0,0.0,0.0,0.0,0.016794987290887,6,4
203,陈家镇,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017064846416382,0.0,0.0,0.0,0.0,0.0084732853696767,6,4
204,东平林场,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001399365993173,6,4
205,港沿镇,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002710027100271,0.0,0.0,0.0,0.0,0.0,0.0080397487679646,6,4
206,建设镇,206,0.0,0.0,0.0,0.0,0.0,0.0025125628140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081526640360371,6,4
207,老港镇,207,0.0,0.0,0.0,0.0,0.0026954177897574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060449490943097,6,4
208,万祥镇,208,0.0,0.0,0.0,0.0,0.0,0.0025125628140703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017535347976754,6,4
